driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
1223,Toyota Camry,2007,856,51.0,11,no,4.17,523.7,7,38,1,1,B class
1882,Hyundai Sonata,2011,719,23.0,3,no,4.3,764.92,2,31,1,0,B class
1527,Ford Fusion,2019,466,49.0,9,French,4.93,955.98,1,46,3,0,A class
1970,Toyota Camry,2022,757,45.0,7,no,4.26,741.81,4,17,1,1,B class
1707,Toyota Camry,2006,880,26.0,6,no,4.43,1076.24,1,24,0,1,A class
763,Nissan Altima,2010,798,,16,no,4.08,428.22,4,29,2,1,B class
370,Chevrolet Malibu,2011,611,47.0,2,French,4.06,460.22,4,26,1,1,B class
523,Ford Fusion,2022,891,60.0,3,no,4.78,929.8,1,26,1,0,A class
2067,Honda Accord,2021,105,56.0,0,no,4.43,729.48,1,24,0,1,B class
76,Nissan Altima,2017,421,40.0,8,Arabic,4.54,468.47,4,14,2,0,B class
2885,Hyundai Sonata,2014,15,57.0,0,no,4.42,280.21,4,23,3,1,B class
55,Chevrolet Malibu,2017,107,62.0,18,Spanish,3.9,451.96,5,24,2,2,B class
267,Hyundai Sonata,2016,24,26.0,6,Russian,4.37,677.97,3,24,1,0,A class
1626,Kia Optima,2014,784,44.0,11,no,4.65,893.36,3,29,0,1,A class
1779,Toyota Camry,2006,551,21.0,1,no,4.4,1029.61,2,30,0,1,A class
2183,Toyota Camry,2021,285,42.0,16,French,4.49,568.66,3,30,0,0,B class
2881,Honda Accord,2014,778,22.0,2,no,4.75,839.56,0,35,2,1,A class
2085,Ford Fusion,2011,716,38.0,0,no,4.84,927.88,0,38,0,0,A class
921,Toyota Camry,2014,164,47.0,24,no,3.96,525.58,3,22,1,1,B class
383,Kia Optima,2018,659,65.0,5,Russian,4.38,595.0,2,39,3,1,B class
2972,Kia Optima,2019,31,66.0,6,no,4.2,341.18,6,14,2,1,B class
2879,Kia Optima,2019,524,65.0,18,Portuguese,4.12,435.83,4,25,1,1,B class
2484,Chevrolet Malibu,2008,644,29.0,3,no,4.64,850.66,2,55,1,0,A class
2782,Nissan Altima,2015,129,43.0,13,no,4.33,644.77,1,11,1,0,B class
2282,Hyundai Sonata,2019,179,30.0,10,Mandarin,4.93,748.31,1,28,2,0,A class
1700,Honda Accord,2007,121,,11,no,4.52,839.11,5,33,1,2,A class
836,Kia Optima,2014,458,47.0,7,Arabic,4.91,732.0,1,30,1,0,A class
1725,Toyota Camry,2019,872,33.0,2,no,4.36,417.02,1,14,1,0,A class
2880,Kia Optima,2010,493,65.0,19,no,4.64,627.82,2,40,1,2,A class
464,Toyota Camry,2015,125,37.0,17,no,4.43,720.8,4,14,0,0,B class
740,Nissan Altima,2019,259,26.0,6,Spanish,4.68,1039.79,1,48,1,1,A class
2725,Ford Fusion,2009,108,31.0,11,Spanish,4.03,254.67,4,16,2,1,B class
2687,Nissan Altima,2005,387,36.0,13,no,3.74,264.67,3,12,4,1,B class
802,Ford Fusion,2019,298,56.0,9,no,3.82,153.05,8,14,1,0,B class
276,Chevrolet Malibu,2009,3,,1,no,4.02,572.07,2,23,2,2,B class
1123,Honda Accord,2016,457,27.0,7,no,3.55,291.09,5,11,4,1,B class
1299,Nissan Altima,2009,96,47.0,21,no,4.56,828.04,2,25,0,0,A class
2271,Kia Optima,2021,857,54.0,3,Spanish,4.5,657.68,3,30,1,0,B class
2508,Honda Accord,2020,192,31.0,11,no,4.68,922.0,4,47,2,1,A class
2493,Honda Accord,2005,366,24.0,4,Arabic,4.66,711.17,3,23,0,0,A class
1348,Honda Accord,2021,805,33.0,6,Russian,4.7,671.59,2,16,1,0,A class
1096,Honda Accord,2018,461,30.0,9,no,4.83,684.93,3,26,1,1,A class
1616,Nissan Altima,2018,378,,3,no,4.6,908.62,1,40,2,1,A class
613,Hyundai Sonata,2010,896,24.0,4,no,4.33,756.05,5,28,3,1,B class
2104,Kia Optima,2009,568,55.0,9,French,3.88,341.99,1,19,3,0,B class
1041,Hyundai Sonata,2008,146,67.0,3,Russian,3.95,165.56,4,14,3,2,B class
849,Hyundai Sonata,2012,876,41.0,21,Mandarin,4.41,819.64,5,27,0,1,A class
2414,Toyota Camry,2012,817,63.0,21,Arabic,4.56,602.57,6,37,2,2,A class
1154,Toyota Camry,2005,302,59.0,2,no,4.37,351.44,6,27,1,0,B class
2014,Hyundai Sonata,2012,299,40.0,7,French,4.5,745.28,3,24,2,0,A class
596,Toyota Camry,2010,566,33.0,13,Spanish,4.27,765.53,0,35,1,0,A class
2822,Ford Fusion,2005,289,61.0,12,Mandarin,4.35,830.57,2,38,5,0,B class
1429,Hyundai Sonata,2015,129,30.0,10,no,4.72,953.76,3,33,1,0,A class
1551,Nissan Altima,2013,453,46.0,10,Spanish,4.49,670.35,7,25,0,1,B class
1817,Kia Optima,2014,542,22.0,2,no,3.93,414.56,5,15,0,0,B class
1181,Kia Optima,2018,844,31.0,1,no,4.38,505.99,3,23,1,0,B class
986,Nissan Altima,2014,870,66.0,16,no,4.65,908.98,4,37,1,2,A class
1999,Nissan Altima,2007,159,58.0,5,Russian,4.64,979.43,1,38,0,0,A class
1681,Honda Accord,2016,162,26.0,5,Portuguese,4.22,506.9,4,13,1,2,B class
1521,Toyota Camry,2021,826,55.0,12,no,4.43,317.01,2,18,0,0,B class
368,Nissan Altima,2013,251,51.0,8,Mandarin,4.65,370.5,3,26,3,0,B class
1998,Ford Fusion,2020,75,60.0,24,Arabic,4.11,697.46,3,18,0,0,B class
2557,Hyundai Sonata,2019,813,63.0,4,no,3.97,199.2,4,13,0,0,B class
2622,Hyundai Sonata,2022,607,36.0,4,no,4.72,697.57,2,43,0,0,A class
2306,Kia Optima,2009,460,54.0,13,Portuguese,3.89,232.32,5,13,2,0,B class
1326,Hyundai Sonata,2019,478,43.0,14,Spanish,4.33,761.35,3,36,1,0,B class
96,Toyota Camry,2014,138,61.0,23,no,5.0,1148.48,0,64,0,0,A class
98,Nissan Altima,2013,372,58.0,15,Spanish,4.73,824.24,1,31,0,1,A class
1679,Hyundai Sonata,2009,651,34.0,14,no,4.51,786.49,5,35,0,0,A class
2220,Toyota Camry,2005,383,50.0,3,no,4.53,717.69,2,37,1,1,A class
1376,Honda Accord,2018,351,46.0,0,no,4.74,860.26,6,34,1,0,A class
382,Kia Optima,2013,176,44.0,14,no,4.11,436.95,5,29,0,0,B class
2884,Ford Fusion,2012,868,40.0,5,Russian,4.61,895.43,3,9,0,0,A class
417,Ford Fusion,2005,461,56.0,1,French,4.69,836.97,1,40,2,1,A class
1724,Chevrolet Malibu,2008,314,46.0,6,no,4.07,335.83,1,30,2,0,B class
29,Ford Fusion,2014,605,47.0,23,French,4.42,628.98,2,27,3,1,B class
2335,Honda Accord,2018,33,29.0,9,no,5.0,677.58,2,39,0,1,A class
448,Hyundai Sonata,2015,582,67.0,22,no,4.71,883.58,3,49,2,0,A class
653,Nissan Altima,2008,645,64.0,7,Portuguese,4.21,465.84,4,35,2,1,B class
2673,Honda Accord,2020,190,48.0,21,no,4.54,549.75,2,30,0,0,A class
2368,Hyundai Sonata,2007,279,48.0,19,no,4.38,690.39,5,19,1,0,B class
2253,Toyota Camry,2014,529,61.0,16,Russian,4.44,589.28,4,19,1,0,B class
821,Honda Accord,2013,562,22.0,2,Mandarin,4.67,746.01,2,26,0,0,A class
2520,Nissan Altima,2010,892,49.0,17,no,4.59,980.01,3,27,0,0,A class
1833,Toyota Camry,2005,737,25.0,5,no,4.97,814.53,4,23,0,0,A class
2383,Toyota Camry,2006,315,22.0,2,Russian,4.75,800.25,1,33,1,0,A class
2523,Toyota Camry,2006,835,55.0,3,no,4.49,502.94,1,28,1,1,A class
722,Nissan Altima,2015,731,66.0,12,French,4.81,754.06,2,35,3,0,A class
1522,Chevrolet Malibu,2015,338,51.0,17,no,3.92,571.83,4,22,2,1,B class
2873,Ford Fusion,2013,785,65.0,18,no,4.72,881.47,2,39,4,0,A class
1858,Toyota Camry,2018,584,40.0,11,no,3.97,509.96,3,16,0,0,B class
2618,Nissan Altima,2010,86,61.0,14,Arabic,5.0,1013.78,1,17,0,0,A class
2426,Kia Optima,2013,513,24.0,4,no,3.76,304.89,5,25,2,1,B class
780,Ford Fusion,2012,428,58.0,23,no,5.0,1098.96,2,62,1,1,A class
1024,Ford Fusion,2020,2,27.0,3,Spanish,5.0,1426.61,1,54,0,0,A class
5,Honda Accord,2020,651,58.0,16,no,4.2,609.44,1,26,0,0,A class
1513,Honda Accord,2006,601,55.0,3,no,4.1,548.24,3,27,4,1,B class
2703,Ford Fusion,2008,140,57.0,11,Spanish,4.5,566.3,2,44,2,0,B class
2910,Hyundai Sonata,2020,861,36.0,7,Spanish,4.45,546.29,2,34,1,0,A class
517,Nissan Altima,2008,370,34.0,11,Mandarin,4.49,621.05,3,25,1,1,B class
1694,Nissan Altima,2013,198,25.0,5,Spanish,4.72,912.04,1,30,0,0,A class
2459,Nissan Altima,2010,686,64.0,12,no,4.55,807.09,2,17,0,1,A class
2709,Honda Accord,2006,895,31.0,5,no,4.77,1015.94,0,37,0,0,A class
351,Nissan Altima,2008,667,36.0,16,Portuguese,4.39,777.72,3,37,1,0,B class
2536,Honda Accord,2016,843,62.0,20,Mandarin,5.0,1148.25,1,37,0,0,A class
2845,Nissan Altima,2014,768,65.0,3,no,4.85,845.25,2,49,3,0,A class
661,Honda Accord,2022,670,59.0,0,French,4.17,518.34,9,20,2,1,B class
2721,Hyundai Sonata,2010,47,57.0,0,Mandarin,4.43,551.9,3,27,1,0,B class
900,Hyundai Sonata,2005,583,35.0,2,no,4.59,1088.74,1,54,1,0,A class
2541,Ford Fusion,2005,730,59.0,1,no,4.13,526.08,0,42,5,1,B class
159,Hyundai Sonata,2018,279,52.0,23,Spanish,5.0,1206.08,0,46,0,0,A class
384,Chevrolet Malibu,2021,198,22.0,2,no,4.46,823.78,5,47,2,2,A class
2100,Toyota Camry,2022,698,,2,Spanish,4.98,1030.07,1,45,2,1,A class
141,Hyundai Sonata,2013,265,60.0,18,no,4.69,799.95,3,18,0,0,A class
466,Chevrolet Malibu,2007,867,51.0,21,no,4.08,562.49,1,15,0,0,B class
2651,Chevrolet Malibu,2012,774,35.0,4,no,4.95,970.49,3,47,2,0,A class
300,Kia Optima,2017,460,39.0,5,Spanish,4.22,628.12,2,31,2,2,B class
398,Ford Fusion,2018,115,58.0,7,no,4.44,727.8,3,24,0,1,A class
2914,Honda Accord,2012,93,33.0,3,Spanish,4.27,727.99,0,21,2,0,B class
1782,Kia Optima,2015,502,67.0,3,no,4.18,518.87,1,11,1,0,B class
1650,Hyundai Sonata,2019,337,48.0,0,no,4.11,477.44,4,15,4,0,B class
1034,Chevrolet Malibu,2011,358,37.0,13,no,5.0,1076.94,1,43,1,0,A class
2388,Hyundai Sonata,2012,757,66.0,8,no,3.95,315.26,2,22,1,1,B class
1086,Nissan Altima,2022,321,36.0,8,no,4.27,506.39,1,41,4,1,B class
1049,Hyundai Sonata,2018,483,37.0,4,Russian,4.69,1066.28,0,37,0,0,A class
1919,Nissan Altima,2006,213,55.0,13,Russian,4.63,557.91,5,39,2,3,B class
847,Honda Accord,2019,375,28.0,8,no,3.98,379.52,3,25,3,0,B class
252,Honda Accord,2020,582,28.0,8,no,4.6,575.85,5,37,2,0,A class
1569,Ford Fusion,2007,455,33.0,13,no,4.58,700.04,3,25,0,1,A class
2060,Kia Optima,2009,41,33.0,0,no,4.17,623.06,3,33,1,1,B class
807,Honda Accord,2005,533,26.0,6,no,4.23,363.17,2,30,4,1,B class
2367,Ford Fusion,2014,142,60.0,23,no,4.11,334.27,4,16,3,0,B class
716,Toyota Camry,2009,734,25.0,5,Portuguese,4.22,447.34,2,19,0,1,B class
1934,Chevrolet Malibu,2007,43,31.0,8,no,4.22,595.32,2,27,1,0,B class
1087,Chevrolet Malibu,2014,579,61.0,2,no,4.55,592.83,2,31,2,1,A class
988,Chevrolet Malibu,2011,151,,19,no,4.56,750.69,2,33,0,1,A class
1727,Ford Fusion,2020,393,34.0,11,no,4.49,781.85,4,28,1,0,A class
196,Kia Optima,2011,421,49.0,9,no,4.07,703.65,3,25,1,1,B class
1210,Chevrolet Malibu,2012,112,29.0,9,Spanish,4.31,626.03,3,32,1,0,B class
1045,Toyota Camry,2008,582,,3,Arabic,4.55,680.07,0,42,0,0,A class
280,Kia Optima,2008,521,47.0,21,no,4.21,873.5,4,24,0,0,B class
97,Toyota Camry,2019,220,,7,no,4.08,515.2,4,11,1,2,B class
442,Hyundai Sonata,2020,52,59.0,20,no,4.34,659.5,5,27,2,0,B class
1577,Kia Optima,2020,467,59.0,21,Arabic,5.0,970.18,0,66,0,0,A class
1043,Nissan Altima,2016,551,,14,Spanish,4.51,722.99,1,40,1,1,A class
2334,Hyundai Sonata,2020,430,60.0,12,Spanish,4.48,767.26,5,23,0,0,A class
1430,Nissan Altima,2016,857,57.0,4,Spanish,3.54,0.0,4,5,2,1,B class
331,Toyota Camry,2011,558,37.0,17,no,4.95,1197.67,1,46,0,0,A class
1383,Ford Fusion,2021,236,23.0,3,no,4.75,640.37,2,16,0,0,A class
862,Ford Fusion,2022,147,63.0,15,Spanish,5.0,1067.91,1,39,2,2,A class
746,Nissan Altima,2014,395,27.0,7,no,3.89,399.87,5,13,2,0,B class
2655,Chevrolet Malibu,2010,33,25.0,3,Spanish,4.21,723.19,3,23,1,0,B class
1885,Nissan Altima,2016,398,46.0,8,Spanish,4.01,548.91,3,16,1,0,B class
2868,Honda Accord,2022,333,39.0,14,Spanish,4.04,280.81,1,9,0,0,B class
2374,Chevrolet Malibu,2019,508,23.0,2,no,4.13,372.8,10,26,0,0,B class
1615,Toyota Camry,2011,602,33.0,13,Spanish,4.4,498.07,2,40,5,0,B class
2384,Chevrolet Malibu,2018,707,51.0,24,no,4.41,937.42,4,51,1,1,A class
595,Toyota Camry,2011,319,47.0,14,Russian,4.59,606.9,1,17,0,0,B class
1226,Chevrolet Malibu,2021,438,24.0,4,Mandarin,4.14,675.2,3,18,0,0,B class
1497,Ford Fusion,2012,396,51.0,13,no,4.7,889.79,2,29,0,0,A class
2965,Hyundai Sonata,2020,550,46.0,23,no,3.81,453.49,6,31,3,1,B class
550,Ford Fusion,2005,389,63.0,13,French,4.22,689.35,9,36,3,1,B class
557,Chevrolet Malibu,2017,159,41.0,8,no,4.49,339.12,4,25,1,1,B class
2515,Toyota Camry,2019,101,24.0,4,Mandarin,4.99,993.45,4,27,0,2,A class
542,Honda Accord,2007,64,43.0,1,Mandarin,4.76,879.19,1,36,1,2,A class
1698,Kia Optima,2007,371,23.0,3,no,4.45,660.2,5,12,2,1,B class
265,Toyota Camry,2021,246,48.0,2,no,4.2,656.54,3,20,2,0,B class
1516,Toyota Camry,2013,658,54.0,1,Mandarin,4.55,820.84,4,28,2,0,A class
1812,Chevrolet Malibu,2015,724,,16,no,4.73,827.29,1,48,1,4,A class
1367,Nissan Altima,2017,383,41.0,11,no,4.46,985.98,1,22,0,0,A class
1065,Ford Fusion,2019,304,63.0,14,no,3.98,614.17,3,17,2,0,B class
301,Toyota Camry,2022,59,64.0,7,Portuguese,4.37,662.02,2,14,0,0,A class
2164,Honda Accord,2019,38,55.0,11,no,4.59,777.48,4,26,1,0,B class
554,Toyota Camry,2014,530,29.0,9,no,4.04,384.92,4,10,1,0,B class
468,Nissan Altima,2014,173,34.0,8,no,3.82,183.37,6,19,3,4,B class
345,Hyundai Sonata,2005,796,29.0,9,Spanish,4.24,607.53,1,17,2,0,B class
2162,Ford Fusion,2014,654,,1,Mandarin,4.01,468.24,2,28,4,1,B class
1845,Honda Accord,2005,498,27.0,7,Spanish,4.36,555.59,4,30,1,0,B class
2443,Hyundai Sonata,2007,565,38.0,18,Spanish,4.17,713.95,1,40,0,0,B class
2132,Toyota Camry,2014,802,61.0,6,Spanish,4.69,808.5,1,41,0,0,A class
1321,Ford Fusion,2015,244,55.0,0,no,3.88,427.8,6,16,2,0,B class
1778,Chevrolet Malibu,2011,186,37.0,16,Spanish,3.91,673.54,7,13,1,0,B class
2581,Ford Fusion,2011,646,,7,no,4.27,662.96,4,40,1,0,B class
1288,Ford Fusion,2017,39,34.0,4,Portuguese,3.93,299.49,5,9,2,2,B class
2558,Kia Optima,2021,453,54.0,3,no,4.5,457.08,3,19,2,1,B class
440,Honda Accord,2019,31,43.0,23,no,4.41,597.15,4,12,4,0,B class
22,Chevrolet Malibu,2007,103,34.0,12,Mandarin,4.58,744.14,2,22,0,1,B class
1293,Toyota Camry,2014,79,24.0,4,no,5.0,947.3,1,44,0,1,A class
1813,Hyundai Sonata,2012,173,50.0,0,Russian,3.84,303.02,4,19,3,1,B class
1253,Ford Fusion,2009,380,47.0,9,Spanish,5.0,975.9,4,62,3,1,A class
2734,Hyundai Sonata,2009,125,56.0,2,Spanish,4.78,658.24,2,35,1,1,A class
1458,Kia Optima,2006,39,48.0,10,Mandarin,4.69,831.02,2,20,1,1,A class
1322,Nissan Altima,2007,315,,14,French,4.72,709.26,1,58,0,0,A class
1398,Honda Accord,2008,415,23.0,0,no,4.53,717.77,0,23,2,0,A class
488,Hyundai Sonata,2009,601,35.0,15,Arabic,4.25,625.44,3,19,1,1,B class
230,Ford Fusion,2013,77,28.0,8,no,4.78,790.6,1,37,0,1,A class
1309,Hyundai Sonata,2010,198,52.0,14,no,4.27,325.52,3,16,2,1,B class
1295,Hyundai Sonata,2006,230,41.0,13,Spanish,4.26,453.07,5,16,0,0,B class
287,Hyundai Sonata,2012,148,55.0,16,no,4.29,552.52,2,30,3,1,B class
1418,Kia Optima,2019,306,55.0,6,Spanish,4.6,794.29,4,56,2,1,A class
1241,Hyundai Sonata,2018,844,58.0,5,no,4.95,1058.4,0,77,1,0,A class
811,Chevrolet Malibu,2022,562,39.0,0,Arabic,4.95,1005.14,6,37,1,1,A class
2726,Ford Fusion,2013,176,66.0,17,Spanish,4.46,669.89,2,30,4,0,A class
432,Honda Accord,2010,495,37.0,12,Portuguese,3.76,574.03,3,11,1,1,B class
1704,Honda Accord,2017,863,44.0,22,no,4.47,705.02,4,21,2,0,B class
2148,Kia Optima,2007,181,37.0,9,Spanish,4.7,664.43,2,30,3,0,A class
2936,Chevrolet Malibu,2020,682,47.0,4,Mandarin,4.82,701.82,2,42,0,0,A class
621,Nissan Altima,2020,853,28.0,8,Spanish,4.42,408.05,6,20,1,0,B class
1446,Honda Accord,2006,71,48.0,20,no,4.81,1035.1,1,55,1,1,A class
937,Honda Accord,2014,330,60.0,10,no,4.86,1038.07,0,43,1,0,A class
2771,Ford Fusion,2011,505,22.0,2,Arabic,4.3,387.16,5,26,3,3,B class
1809,Honda Accord,2020,722,36.0,16,no,4.08,654.97,5,17,3,0,B class
2719,Honda Accord,2011,824,40.0,0,no,3.87,280.85,6,8,1,2,B class
131,Ford Fusion,2013,744,29.0,9,no,4.51,925.87,0,30,3,0,B class
1491,Nissan Altima,2021,808,64.0,21,no,4.88,1043.63,4,51,0,0,A class
956,Kia Optima,2018,514,47.0,24,Mandarin,4.76,953.53,1,25,0,0,A class
914,Kia Optima,2022,495,54.0,24,no,4.91,1048.77,4,50,0,0,A class
860,Nissan Altima,2012,412,58.0,2,no,4.59,635.56,6,37,2,0,A class
1419,Toyota Camry,2022,718,62.0,4,Spanish,4.4,789.61,2,28,1,2,B class
2535,Chevrolet Malibu,2008,703,34.0,14,Mandarin,4.29,531.03,6,28,1,2,B class
128,Honda Accord,2022,704,42.0,9,Spanish,3.96,377.07,3,14,2,0,B class
285,Kia Optima,2012,406,51.0,0,no,4.09,609.56,4,22,3,0,B class
2375,Ford Fusion,2006,646,67.0,2,no,4.5,693.87,1,35,2,0,A class
979,Chevrolet Malibu,2011,279,60.0,9,French,4.78,655.04,1,22,0,0,A class
624,Kia Optima,2009,107,55.0,3,Mandarin,4.34,836.24,2,31,0,1,B class
689,Honda Accord,2019,166,67.0,18,no,5.0,1324.23,1,43,1,0,A class
1772,Chevrolet Malibu,2009,608,51.0,5,no,4.85,915.25,2,40,1,1,A class
1963,Kia Optima,2008,553,,23,no,4.8,974.56,2,44,1,0,A class
996,Kia Optima,2018,496,53.0,19,no,4.55,432.8,2,29,2,0,A class
1696,Kia Optima,2010,425,39.0,9,Spanish,5.0,1034.42,2,34,0,0,A class
1959,Kia Optima,2020,348,43.0,9,Spanish,4.4,540.67,3,14,2,1,B class
611,Hyundai Sonata,2017,3,64.0,8,Spanish,4.6,822.97,1,22,1,0,A class
459,Hyundai Sonata,2022,572,24.0,4,no,4.55,928.18,1,32,1,0,A class
2224,Honda Accord,2013,192,32.0,2,no,4.1,374.29,4,22,1,4,B class
463,Ford Fusion,2011,155,,16,no,4.29,494.93,4,32,5,1,B class
793,Toyota Camry,2012,24,,2,no,4.5,661.31,6,25,1,0,A class
505,Honda Accord,2022,200,62.0,9,no,4.35,474.72,5,14,1,0,B class
309,Honda Accord,2011,78,62.0,10,no,4.58,626.58,6,26,1,0,A class
1517,Kia Optima,2008,592,,6,no,4.84,926.0,4,38,1,2,A class
364,Toyota Camry,2012,103,45.0,2,Russian,4.82,658.16,2,24,1,0,A class
580,Nissan Altima,2020,713,47.0,7,no,3.83,280.78,2,8,0,2,B class
106,Toyota Camry,2013,296,49.0,13,no,4.91,979.67,3,32,0,0,A class
2285,Honda Accord,2009,899,41.0,21,no,4.25,350.34,3,14,2,0,B class
1133,Nissan Altima,2005,15,45.0,11,Mandarin,5.0,1326.34,1,50,0,0,A class
508,Honda Accord,2012,767,24.0,4,no,4.5,821.02,3,27,2,0,A class
1012,Hyundai Sonata,2012,791,45.0,12,no,4.16,575.38,4,24,2,0,B class
1470,Ford Fusion,2008,870,25.0,5,no,4.49,592.09,2,22,1,0,B class
947,Honda Accord,2022,218,42.0,0,no,4.18,351.38,1,22,1,0,B class
1190,Kia Optima,2005,727,55.0,5,Russian,3.64,347.07,3,15,2,0,B class
1214,Kia Optima,2011,214,33.0,13,no,5.0,1095.91,1,22,0,0,A class
1349,Chevrolet Malibu,2006,227,36.0,8,no,4.34,593.92,3,31,1,0,B class
1662,Nissan Altima,2017,84,45.0,21,Mandarin,5.0,1290.26,1,65,0,0,A class
1388,Kia Optima,2010,800,41.0,4,Arabic,4.56,865.62,7,15,0,2,B class
1369,Honda Accord,2017,64,63.0,12,no,5.0,893.35,2,61,1,0,A class
2729,Nissan Altima,2021,206,44.0,12,Portuguese,5.0,1036.62,2,64,0,0,A class
189,Nissan Altima,2021,53,44.0,19,no,4.88,925.64,1,47,1,0,A class
2814,Hyundai Sonata,2018,726,24.0,2,no,3.79,301.55,2,10,1,0,B class
2121,Hyundai Sonata,2015,854,53.0,4,Spanish,5.0,723.68,1,25,0,0,A class
1767,Kia Optima,2012,710,27.0,7,Russian,4.93,867.39,3,50,1,1,A class
2882,Chevrolet Malibu,2015,31,,17,no,3.7,64.05,7,19,8,0,B class
2839,Honda Accord,2014,463,31.0,11,no,4.3,446.49,5,29,3,1,B class
1292,Toyota Camry,2012,124,30.0,1,no,4.03,795.6,6,50,2,1,B class
2787,Honda Accord,2009,454,45.0,11,no,4.87,858.72,1,60,1,0,A class
2788,Hyundai Sonata,2010,385,66.0,2,no,4.67,1007.22,6,47,1,0,A class
1476,Ford Fusion,2021,846,34.0,0,no,3.98,433.26,6,28,2,1,B class
2994,Toyota Camry,2007,270,56.0,0,no,4.4,555.2,3,20,0,1,B class
1800,Toyota Camry,2007,467,47.0,0,no,4.61,737.36,1,52,5,1,A class
863,Chevrolet Malibu,2013,95,48.0,18,no,4.14,387.92,4,34,0,0,B class
1174,Hyundai Sonata,2018,186,64.0,24,Spanish,4.69,895.44,4,43,4,1,A class
1417,Nissan Altima,2005,424,31.0,5,no,3.9,670.1,6,15,2,1,B class
2528,Chevrolet Malibu,2020,19,34.0,6,Spanish,4.67,542.35,2,38,1,0,A class
1116,Chevrolet Malibu,2010,636,54.0,4,no,4.13,536.43,6,28,2,1,B class
354,Ford Fusion,2006,56,63.0,22,no,4.49,865.21,6,23,1,1,B class
1035,Kia Optima,2005,486,62.0,12,Spanish,4.86,659.82,3,47,1,0,A class
2082,Chevrolet Malibu,2018,628,39.0,19,Spanish,4.45,1125.6,1,42,1,1,A class
732,Kia Optima,2022,292,67.0,15,no,4.47,516.95,7,17,1,0,A class
703,Honda Accord,2007,542,29.0,9,Spanish,4.25,193.81,9,35,5,5,B class
2007,Nissan Altima,2006,60,52.0,9,Mandarin,4.59,867.31,1,31,1,1,A class
2869,Toyota Camry,2006,288,36.0,16,no,4.61,721.85,0,27,1,0,A class
2769,Kia Optima,2014,351,33.0,0,Mandarin,4.41,677.75,2,32,2,2,B class
161,Chevrolet Malibu,2015,157,58.0,14,Spanish,4.93,796.0,3,29,0,0,A class
2509,Nissan Altima,2017,27,25.0,5,no,4.46,586.35,2,16,0,0,B class
1228,Hyundai Sonata,2012,364,63.0,3,Spanish,4.69,793.37,3,41,0,0,A class
1770,Chevrolet Malibu,2008,743,66.0,8,Mandarin,4.48,774.1,3,23,0,1,B class
1810,Hyundai Sonata,2015,486,41.0,10,Mandarin,4.0,483.7,4,13,2,1,B class
1138,Kia Optima,2015,125,49.0,20,no,4.44,830.54,3,35,1,0,A class
1199,Honda Accord,2018,814,27.0,7,Arabic,5.0,1005.48,0,45,1,0,A class
2496,Kia Optima,2016,472,24.0,4,no,5.0,1334.47,0,41,0,0,A class
163,Kia Optima,2008,385,22.0,2,no,4.4,715.68,2,24,0,2,B class
2402,Hyundai Sonata,2005,273,37.0,12,Spanish,3.63,93.34,8,13,5,4,B class
2025,Nissan Altima,2009,535,52.0,7,Spanish,4.1,324.02,3,24,2,2,B class
186,Chevrolet Malibu,2005,248,,18,no,4.37,526.52,5,36,2,1,B class
460,Toyota Camry,2017,250,56.0,2,no,4.58,573.32,3,27,2,0,A class
1339,Honda Accord,2011,534,26.0,6,Mandarin,4.91,829.65,1,64,3,1,A class
2521,Kia Optima,2013,356,27.0,7,Spanish,4.46,409.83,1,15,1,0,B class
1008,Nissan Altima,2005,341,28.0,0,no,4.32,682.64,3,39,3,1,A class
2991,Hyundai Sonata,2008,231,60.0,13,no,4.78,948.88,6,19,0,0,A class
2073,Ford Fusion,2020,419,47.0,22,no,5.0,1173.8,1,56,1,0,A class
2596,Kia Optima,2016,191,64.0,24,no,5.0,966.99,2,28,0,1,A class
1802,Ford Fusion,2008,591,38.0,2,Portuguese,4.65,641.34,4,24,0,0,B class
369,Kia Optima,2016,393,52.0,7,no,4.48,516.39,5,32,3,0,B class
1169,Honda Accord,2009,473,53.0,15,Mandarin,4.52,706.07,2,34,2,0,A class
1258,Chevrolet Malibu,2013,830,50.0,24,no,4.63,628.92,2,24,3,1,B class
494,Honda Accord,2022,170,54.0,0,no,4.97,970.94,1,35,1,0,A class
232,Honda Accord,2017,83,40.0,17,Spanish,4.76,933.39,4,46,0,0,A class
2097,Kia Optima,2015,238,50.0,19,no,4.92,1064.84,0,32,0,0,A class
334,Honda Accord,2007,795,38.0,18,no,4.44,738.13,4,47,3,2,A class
2302,Hyundai Sonata,2013,682,36.0,16,no,5.0,870.79,3,57,1,2,A class
789,Honda Accord,2008,30,34.0,0,French,5.0,820.52,0,37,2,0,A class
2139,Toyota Camry,2008,148,64.0,8,Spanish,5.0,1196.2,2,60,1,0,A class
2955,Honda Accord,2019,286,30.0,10,no,5.0,1230.47,0,57,0,0,A class
2290,Ford Fusion,2018,351,29.0,9,no,4.47,589.43,1,17,1,0,A class
381,Ford Fusion,2021,323,,13,Portuguese,4.28,1141.35,2,55,2,0,A class
2908,Hyundai Sonata,2012,506,57.0,15,French,4.44,536.95,3,43,0,0,A class
