courier_id,city,vehicle_type,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier
7025,Seattle,E-bike,6,498,63,625,4.34,11236.85,25,5,0.7059,4,1,35.06,Standard
6446,Austin,Bicycle,1,139,40,1265,3.79,8832.64,36,1,0.4815,5,6,37.81,Standard
5179,Austin,E-bike,11,654,27,666,3.78,8371.7,23,5,0.6667,3,2,,Standard
7034,Seattle,E-bike,8,462,40,1312,3.51,10094.25,19,1,0.7143,3,2,38.03,Standard
5877,Seattle,Walking,11,194,33,850,3.89,9962.85,29,4,0.6522,3,3,38.07,Standard
7461,Denver,Car,8,169,56,1117,4.72,16024.74,18,8,0.8667,2,1,32.19,Gold
7325,Austin,Walking,4,431,63,1192,4.83,21135.82,32,26,0.9667,2,0,26.74,Gold
7477,Denver,Scooter,7,679,48,501,4.08,10410.34,32,11,0.8621,2,3,32.68,Standard
6845,Denver,Car,12,186,57,436,3.57,6266.46,34,1,0.8333,6,2,38.07,Standard
5654,Austin,Car,3,273,59,706,4.37,15049.17,32,17,0.75,6,3,30.19,Standard
6684,Denver,Car,10,429,31,973,4.76,16516.98,37,26,1.0,4,2,29.75,Gold
5169,Chicago,Bicycle,11,177,39,905,4.41,14217.35,23,7,0.7778,2,2,34.01,Standard
5117,Denver,Car,8,550,35,424,4.98,17446.33,31,25,1.0,1,1,26.29,Gold
5352,Boston,E-bike,1,44,47,558,4.39,11411.37,26,8,0.6667,1,1,33.21,Standard
5397,Austin,Walking,5,197,61,779,4.26,13383.58,20,3,0.6154,4,0,30.48,Standard
6395,Boston,Car,6,258,34,300,4.39,10635.56,21,4,0.8571,3,1,34.89,Standard
6618,Denver,E-bike,7,173,36,35,4.69,11340.38,30,15,0.7826,6,2,31.68,Gold
6563,Austin,E-bike,6,175,62,933,4.18,12922.9,32,10,0.8929,3,0,33.66,Standard
6947,Chicago,Bicycle,2,68,58,1238,5.0,18552.0,27,17,0.9167,3,0,27.53,Gold
5535,Chicago,Car,9,663,28,860,4.01,12201.01,26,8,0.7391,2,1,36.34,Standard
7406,Boston,Bicycle,3,187,34,1554,3.94,13363.44,25,4,0.7895,4,3,35.67,Standard
5599,Chicago,Bicycle,8,243,36,1231,4.4,12548.65,37,5,0.6071,4,3,34.58,Standard
6992,Seattle,Bicycle,11,26,50,1436,4.45,12605.79,30,7,0.7391,4,3,36.02,Standard
6425,Boston,Scooter,7,292,37,1147,4.61,17278.48,22,12,0.9375,3,1,31.24,Gold
5660,Boston,E-bike,9,565,36,1072,4.61,16123.97,21,9,0.8824,4,0,30.53,Gold
6816,Seattle,Car,8,195,30,1747,4.51,19328.94,35,15,0.8276,3,2,34.17,Standard
5526,Boston,Scooter,1,44,23,1031,4.67,18579.31,31,23,0.8929,1,1,29.32,Gold
6728,Austin,Car,6,217,37,1142,4.04,13788.93,38,3,0.6667,6,4,34.11,Standard
6311,Denver,Scooter,7,612,37,1450,4.32,17207.24,29,12,0.85,5,1,29.99,Standard
7110,Boston,Car,9,275,28,1412,4.01,12737.71,29,4,0.7222,9,2,36.44,Standard
5569,Austin,E-bike,9,29,54,980,3.86,9139.49,34,5,0.7143,2,4,39.5,Standard
6340,Austin,Bicycle,1,52,45,914,4.48,11388.01,19,4,0.8,2,2,33.55,Standard
5020,Seattle,Car,6,198,39,950,3.71,9018.53,37,3,0.6552,6,4,38.01,Standard
5144,Chicago,Bicycle,6,603,20,487,3.7,8357.06,26,2,0.6667,1,0,37.37,Standard
7100,Austin,Car,7,484,19,1200,4.74,17573.25,29,19,0.8214,0,1,29.01,Gold
6523,Boston,Walking,12,322,60,759,3.6,7913.17,21,1,0.6429,4,1,38.1,Standard
5370,Austin,E-bike,11,390,29,578,3.45,6778.8,23,0,0.75,6,1,39.33,Standard
5695,Boston,Car,7,139,23,1388,4.27,13568.6,25,3,0.8947,2,1,36.9,Standard
6348,Denver,Bicycle,2,521,26,825,4.34,14567.59,28,10,0.8462,2,2,32.31,Standard
6132,Boston,Walking,2,515,28,358,3.46,7981.95,23,2,0.7778,3,3,36.88,Standard
5146,Denver,E-bike,9,484,38,468,4.05,10212.01,35,5,0.7308,5,1,34.25,Standard
5058,Chicago,E-bike,10,675,55,1222,5.0,20232.9,18,14,1.0,0,1,24.32,Gold
7469,Austin,Scooter,3,632,55,515,4.29,10370.26,17,4,0.9231,2,2,34.25,Standard
5571,Austin,Car,6,692,62,1585,4.44,16073.87,27,4,0.7273,1,2,33.96,Standard
6509,Denver,Walking,12,582,43,1771,4.79,23153.19,30,28,0.9667,0,0,24.71,Gold
6154,Boston,Car,3,437,61,1316,4.75,18133.98,45,17,0.9487,4,1,30.37,Gold
6892,Denver,Bicycle,10,529,18,1219,4.51,17600.91,28,12,0.92,1,0,,Standard
5325,Chicago,Scooter,8,90,20,1497,4.7,18809.02,24,12,0.9524,1,0,29.52,Gold
5966,Denver,E-bike,8,664,48,1576,3.99,16593.79,19,4,0.6875,2,0,32.58,Standard
7291,Chicago,Scooter,3,463,54,423,4.8,12643.55,34,12,0.75,5,2,32.75,Gold
7391,Chicago,Scooter,10,329,32,89,4.46,9422.01,30,11,0.7857,1,0,33.0,Standard
6775,Denver,Bicycle,4,295,48,1368,4.64,16962.55,26,12,0.75,1,3,32.92,Standard
7382,Seattle,Walking,5,571,60,1206,4.26,14806.9,34,7,0.913,7,2,32.67,Standard
5804,Austin,E-bike,6,65,42,1197,4.18,15752.45,20,6,0.7778,2,1,32.57,Gold
7327,Denver,Scooter,8,648,60,1577,4.76,22977.52,32,23,1.0,1,1,25.42,Gold
6439,Chicago,Car,7,577,58,1552,4.02,11195.05,26,4,0.7619,2,3,37.72,Standard
5290,Chicago,E-bike,7,179,19,1629,4.18,11306.01,31,2,0.6667,4,3,37.27,Standard
5881,Chicago,Car,3,437,46,1511,4.32,16233.2,23,10,0.8421,3,1,36.23,Standard
6724,Seattle,Scooter,4,365,31,1527,4.29,16935.81,26,12,0.9091,3,2,33.21,Gold
5283,Austin,E-bike,7,667,50,714,4.42,15085.42,31,9,0.8462,3,2,30.16,Gold
5615,Denver,Car,8,644,24,680,4.12,12048.73,31,9,0.8077,4,3,32.47,Standard
6164,Boston,Car,4,496,51,225,4.31,10937.9,25,9,0.9,4,2,33.21,Standard
7269,Chicago,Car,8,555,63,87,3.98,5463.42,29,3,0.7619,3,3,37.72,Standard
5795,Denver,E-bike,11,660,42,981,4.18,8529.21,23,3,0.75,5,3,35.62,Standard
6175,Denver,Scooter,6,617,20,611,3.79,7458.49,22,1,0.5385,6,1,40.22,Standard
6831,Denver,Bicycle,7,469,40,1609,4.38,16073.78,36,17,0.7188,1,3,31.46,Standard
5826,Austin,Car,1,139,55,48,3.89,8539.27,34,2,0.7391,6,3,36.29,Standard
5430,Seattle,Bicycle,1,580,44,1024,4.92,18785.95,29,19,0.9259,1,2,26.19,Gold
7052,Chicago,E-bike,8,416,35,1698,4.33,17910.26,27,7,0.7,4,0,31.88,Standard
6298,Seattle,Scooter,1,422,58,1545,4.71,16699.19,18,8,0.75,1,2,30.85,Gold
6060,Chicago,Walking,11,629,44,822,3.96,12832.27,29,4,0.619,6,3,34.63,Standard
6226,Seattle,Scooter,10,406,39,432,4.16,9995.56,28,9,0.6667,1,2,33.15,Standard
7061,Austin,Car,1,343,61,878,4.65,15109.13,24,15,0.9048,1,0,,Gold
5886,Boston,Car,5,330,58,140,4.25,12075.22,22,14,0.8571,0,0,30.46,Gold
5481,Denver,Scooter,12,285,33,1086,4.34,11178.33,27,4,0.8095,3,2,34.77,Standard
5056,Denver,Car,5,238,27,286,4.5,12548.91,24,14,0.7826,0,1,31.6,Gold
5865,Austin,Walking,11,272,52,425,4.77,13766.58,29,17,0.9583,3,0,,Gold
6583,Austin,E-bike,11,495,42,1697,4.08,12524.15,32,3,0.7143,2,2,37.52,Standard
5250,Seattle,Bicycle,8,135,18,1407,4.42,15420.29,29,10,0.84,2,3,32.84,Standard
6021,Austin,Bicycle,3,405,26,1412,5.0,19444.89,33,28,0.9677,1,0,29.25,Gold
7338,Denver,Bicycle,7,262,41,620,4.48,16571.06,23,15,1.0,2,1,33.08,Gold
7249,Denver,Walking,6,89,53,366,4.45,12769.82,35,14,0.7742,2,1,31.16,Gold
6302,Austin,Walking,10,241,28,105,3.76,5299.97,32,4,0.625,6,4,39.0,Standard
6843,Chicago,Walking,6,188,25,771,4.6,17453.96,26,17,0.9565,1,0,28.8,Gold
7336,Denver,E-bike,1,500,42,123,3.33,2591.13,24,1,0.5882,6,4,,Standard
7275,Chicago,Bicycle,1,169,52,1268,4.27,15310.96,18,5,0.9333,2,0,34.83,Standard
6939,Austin,Bicycle,3,237,50,259,4.33,11223.62,31,14,0.8261,2,2,29.64,Standard
6451,Boston,Car,7,599,63,496,4.21,9812.68,29,3,0.7273,4,2,33.2,Standard
6479,Denver,Car,11,98,27,106,4.63,11178.33,32,13,0.7917,4,1,32.29,Gold
5722,Boston,E-bike,11,18,63,194,4.84,15505.91,33,28,1.0,1,1,27.99,Gold
5890,Chicago,Bicycle,9,92,48,985,4.62,15726.33,23,10,0.8571,0,2,30.88,Gold
6466,Seattle,Car,1,115,44,1108,4.24,12535.37,28,4,0.6316,7,4,,Standard
5046,Seattle,Walking,12,498,36,414,4.55,11910.48,19,6,0.875,2,0,29.61,Gold
6602,Chicago,Bicycle,6,527,23,987,4.41,14856.8,25,17,0.9048,3,0,30.14,Gold
5564,Chicago,E-bike,7,234,53,1253,4.38,16292.36,33,15,0.9333,1,0,29.55,Gold
5724,Denver,Scooter,8,330,46,1261,4.26,14951.83,24,7,0.8667,6,0,32.93,Standard
5573,Austin,E-bike,11,432,47,518,3.83,8911.56,29,2,0.6522,4,2,,Standard
6603,Boston,E-bike,12,566,53,350,4.5,11195.77,30,11,0.6667,7,1,29.53,Standard
6074,Austin,Scooter,1,218,21,1089,3.9,10284.79,39,3,0.6471,3,5,38.37,Standard
5292,Seattle,Bicycle,12,630,48,425,4.2,9678.36,34,3,0.75,4,3,34.09,Standard
5311,Boston,Bicycle,9,384,59,937,3.81,10659.09,16,3,0.6429,0,0,35.11,Standard
6839,Seattle,Scooter,9,531,60,203,4.51,10245.41,22,8,0.7059,1,2,36.29,Standard
5296,Seattle,Walking,1,95,63,105,4.27,9368.9,25,8,0.7917,0,0,32.7,Standard
6686,Denver,E-bike,10,340,45,52,4.26,6061.03,28,1,0.7895,4,4,37.55,Standard
6700,Austin,Car,4,170,24,117,4.21,10622.83,20,10,0.9444,2,0,31.04,Standard
7290,Denver,Walking,9,324,27,1141,4.89,18628.03,29,16,0.9167,3,0,30.42,Gold
5088,Denver,Scooter,11,5,18,1551,4.31,13465.17,27,4,0.6471,6,2,,Standard
7081,Austin,Car,10,305,21,1497,4.15,14265.38,33,5,0.8095,7,1,34.28,Standard
5973,Denver,E-bike,2,136,38,434,4.07,11549.74,25,3,0.7619,1,4,33.11,Standard
5348,Seattle,Scooter,2,152,57,419,4.37,11079.65,35,12,0.7097,2,3,,Standard
7120,Chicago,Scooter,6,699,30,1726,4.43,16408.91,27,12,0.7619,6,1,32.12,Standard
5515,Seattle,E-bike,2,517,44,222,3.56,9314.51,32,8,0.5357,1,6,38.81,Standard
7257,Boston,Scooter,7,106,29,176,3.97,8842.77,35,7,0.6786,4,0,32.56,Standard
6694,Chicago,E-bike,7,291,29,606,4.19,13106.07,16,5,0.9286,0,0,,Gold
6182,Austin,Bicycle,5,536,54,1668,4.71,20914.43,31,23,1.0,0,0,27.03,Gold
5067,Boston,Bicycle,12,162,32,789,3.69,8956.4,24,0,0.4615,7,0,38.66,Standard
6330,Seattle,Car,6,530,46,105,4.2,9798.39,26,5,0.8095,3,2,,Standard
7352,Austin,Scooter,8,46,37,1481,4.59,15746.16,29,10,0.8077,2,3,31.65,Gold
7231,Boston,Car,7,228,32,1041,4.21,17203.82,30,9,0.7037,2,3,32.36,Standard
5764,Denver,Car,2,94,38,548,4.42,13658.1,31,12,0.92,4,0,32.66,Gold
6421,Denver,E-bike,9,382,57,855,4.31,14103.24,31,15,0.8261,5,0,,Standard
5918,Boston,E-bike,3,568,22,283,4.18,10514.77,26,5,0.75,5,2,35.06,Standard
5113,Boston,Bicycle,7,510,24,1518,3.88,14782.81,29,11,0.8333,3,2,36.51,Standard
5404,Seattle,Car,12,286,31,960,4.55,15740.47,26,15,0.8182,2,2,31.09,Gold
6642,Denver,E-bike,10,642,36,837,4.93,14866.0,40,28,0.8857,2,1,30.87,Gold
5964,Boston,E-bike,6,88,37,1267,3.99,13555.46,31,7,0.8696,6,4,33.73,Standard
6382,Chicago,Car,7,477,40,802,4.16,13558.97,28,10,1.0,3,2,32.04,Gold
7245,Chicago,Car,9,410,41,896,4.23,15458.23,25,9,0.9,5,3,34.11,Gold
6828,Chicago,Bicycle,6,678,28,407,5.0,16047.96,33,20,0.9583,4,2,27.74,Gold
5835,Boston,E-bike,12,165,57,837,3.86,9244.2,24,2,0.7895,1,2,34.81,Standard
5031,Seattle,Bicycle,4,138,25,1496,4.26,18346.5,32,17,0.8929,3,2,33.73,Standard
6085,Seattle,Bicycle,11,6,40,388,3.95,8854.75,20,3,0.8333,6,2,35.52,Standard
5567,Boston,E-bike,9,130,37,776,4.83,15066.58,33,14,1.0,6,2,28.32,Gold
6786,Seattle,Car,8,256,37,1292,4.55,17918.45,18,11,0.9375,0,3,28.81,Gold
7265,Chicago,Bicycle,7,346,59,1101,5.0,21417.59,27,25,1.0,1,0,27.72,Gold
5962,Boston,Car,3,375,52,675,3.44,8095.39,31,1,0.7826,4,4,37.33,Standard
7279,Seattle,Car,10,138,48,121,4.13,10572.48,25,8,0.85,3,0,,Standard
6732,Denver,Scooter,1,477,53,401,3.69,7127.89,30,4,0.8,2,4,35.87,Standard
6718,Chicago,Bicycle,11,300,58,538,3.7,10428.0,30,4,0.7727,3,3,36.67,Standard
6312,Chicago,Car,8,632,45,1225,4.48,14874.27,26,6,0.8261,1,1,33.6,Standard
5908,Denver,E-bike,4,109,58,585,3.65,9595.61,27,2,0.8571,6,1,36.77,Standard
5950,Chicago,Car,10,314,25,457,3.79,8877.01,36,2,0.7407,2,3,37.0,Standard
7370,Austin,E-bike,10,567,28,498,4.41,16146.89,34,18,0.8667,1,2,28.92,Gold
7069,Austin,Car,5,476,51,635,4.81,14454.96,32,16,0.9231,3,2,31.35,Gold
6422,Boston,Car,9,421,54,1170,4.64,17307.42,25,10,0.8571,3,3,29.94,Gold
5609,Austin,Car,9,509,20,1379,4.32,15308.14,28,6,0.65,3,1,35.44,Standard
6503,Austin,Bicycle,10,353,50,1093,4.93,15869.29,33,18,0.8276,1,2,31.24,Gold
6659,Austin,Car,10,406,25,502,4.49,15322.56,39,23,0.9143,2,3,30.76,Gold
7309,Boston,Car,10,242,24,1544,4.03,15145.38,27,8,0.85,4,6,35.1,Standard
5174,Austin,Scooter,8,632,28,404,4.66,11205.09,32,10,0.8846,1,1,33.23,Standard
6286,Austin,Bicycle,3,349,49,876,4.47,12718.43,29,3,0.6818,4,1,36.0,Standard
6213,Boston,Scooter,5,534,52,304,4.3,11909.63,30,8,0.8182,5,2,34.12,Standard
6601,Boston,Car,3,537,21,82,4.05,9077.05,36,4,0.8214,4,3,34.66,Standard
6542,Boston,Bicycle,11,204,23,1427,4.29,15835.8,25,8,0.9444,4,1,32.03,Standard
6159,Boston,Car,2,392,27,994,4.61,17060.82,36,24,0.9688,2,1,31.25,Gold
5536,Boston,Scooter,7,324,26,1293,5.0,17106.62,31,18,0.9643,2,2,29.99,Gold
7071,Chicago,Scooter,4,6,26,1708,3.87,14601.65,28,4,0.5833,1,1,35.51,Standard
6857,Chicago,Car,2,8,41,1463,3.79,11304.05,31,2,0.7143,2,4,40.46,Standard
5452,Boston,Car,4,339,56,925,4.62,18117.15,19,11,0.9375,3,1,28.59,Gold
5356,Boston,Walking,5,522,58,1315,4.39,15574.36,32,12,0.6957,4,2,30.54,Standard
5005,Denver,Car,11,125,57,1031,4.24,12925.85,34,4,0.6,6,0,37.15,Standard
7376,Chicago,Bicycle,9,130,31,1130,4.68,18631.51,32,23,0.9643,1,2,28.91,Gold
5780,Denver,Car,6,652,33,649,4.18,7084.05,27,1,0.6364,3,4,39.23,Standard
7030,Seattle,Scooter,3,642,29,1277,4.64,18393.94,33,19,0.8889,3,1,28.89,Gold
7015,Boston,Car,8,419,42,73,4.84,13871.09,31,16,1.0,3,1,28.46,Gold
5287,Seattle,E-bike,11,50,34,395,4.99,16169.66,23,17,1.0,1,4,29.77,Gold
5618,Austin,Bicycle,2,635,43,1583,4.07,17149.26,45,14,0.8158,6,3,32.74,Standard
7364,Austin,Walking,9,142,20,832,4.44,14081.86,27,8,0.84,0,3,31.9,Standard
5838,Chicago,E-bike,3,407,41,176,4.26,9450.93,39,13,0.7714,0,2,30.12,Standard
5107,Boston,Walking,1,125,60,1635,3.97,12423.57,19,0,0.9231,5,1,38.58,Standard
6561,Seattle,E-bike,5,55,40,1055,3.74,11718.55,25,1,0.75,3,3,,Standard
5923,Seattle,Scooter,8,527,52,1116,4.02,15460.75,29,14,0.8,1,2,31.66,Standard
5116,Chicago,Car,1,582,24,457,4.59,10152.34,30,6,0.8182,6,2,35.59,Standard
5913,Denver,Car,10,142,21,728,3.85,12627.15,36,12,0.6452,1,0,,Standard
5053,Denver,Car,2,231,20,1124,4.05,12027.1,31,6,0.6818,7,1,35.58,Standard
7064,Denver,Car,5,35,36,1714,4.4,20765.74,21,12,0.9412,4,1,28.16,Gold
6797,Chicago,Scooter,12,212,48,1035,4.47,13254.74,17,8,0.9286,2,1,29.35,Standard
6405,Denver,Car,11,107,39,1089,4.61,17312.31,30,14,1.0,3,3,28.63,Gold
7355,Boston,Walking,7,453,40,1762,4.33,14117.33,19,3,0.7333,1,5,38.05,Standard
6342,Boston,Car,9,31,45,1622,4.97,20697.88,35,28,0.9375,3,0,26.43,Gold
6585,Seattle,Car,4,475,31,848,3.92,10877.6,18,1,0.7778,2,1,33.47,Standard
6459,Seattle,Car,9,609,46,575,4.56,12856.13,31,18,0.8,5,4,31.43,Gold
5719,Chicago,E-bike,2,600,26,1619,4.87,20408.58,31,21,0.9643,2,1,29.07,Gold
6274,Seattle,Scooter,8,219,61,856,4.19,11112.89,24,1,0.7222,4,2,,Standard
7353,Chicago,E-bike,2,494,49,1338,4.52,16793.75,35,16,1.0,4,2,29.18,Gold
7237,Denver,Bicycle,4,110,40,104,4.15,6632.9,32,4,0.6538,3,2,40.06,Standard
6035,Seattle,Scooter,3,582,37,363,4.61,11444.89,27,10,0.8261,3,3,33.97,Standard
7365,Austin,Bicycle,11,76,63,225,4.77,15979.21,34,20,0.9355,3,0,27.21,Gold
6113,Chicago,E-bike,4,558,33,259,4.16,10551.47,31,9,0.7692,2,6,37.12,Standard
6891,Chicago,E-bike,7,169,57,1650,3.93,18505.6,28,8,0.6786,0,2,31.47,Standard
5297,Austin,Scooter,3,610,25,1303,4.37,15992.57,32,14,0.8571,4,2,,Gold
7402,Seattle,E-bike,3,58,31,1058,4.05,12637.6,29,8,0.6522,2,1,32.9,Standard
7426,Seattle,Scooter,1,216,27,1197,4.5,14442.36,20,4,0.7222,2,1,35.1,Standard
6225,Austin,Scooter,7,78,60,1324,4.3,16386.17,42,15,0.8235,5,2,32.09,Standard
6238,Austin,Car,9,67,55,190,4.35,9746.72,37,5,0.963,5,1,,Standard
6440,Denver,Scooter,7,443,30,655,4.13,10175.04,19,5,0.7143,1,1,33.99,Standard
6916,Boston,Walking,2,516,33,1379,3.92,12587.23,37,5,0.6071,7,3,36.22,Standard
6039,Denver,Walking,3,619,25,65,4.16,10098.49,28,9,0.7727,4,0,32.55,Standard
7397,Austin,Walking,2,57,25,44,4.82,12188.53,22,14,0.7368,1,2,30.2,Gold
6237,Chicago,Car,7,29,39,1140,4.68,16251.85,36,22,0.9,1,2,29.7,Gold
7298,Chicago,Bicycle,3,590,45,611,4.55,15829.03,31,14,0.9615,5,2,27.2,Gold
7453,Boston,E-bike,8,423,53,1714,4.44,17367.72,24,10,0.9091,0,2,31.51,Standard
6134,Austin,E-bike,2,21,57,786,3.93,11622.7,31,10,0.68,2,3,35.48,Standard
5339,Denver,E-bike,7,168,32,31,4.5,10707.32,24,6,0.7727,2,2,34.35,Standard
6220,Chicago,Scooter,11,550,48,1295,4.15,13468.45,25,3,0.6842,4,3,36.4,Standard
7041,Austin,Car,1,211,49,974,4.78,15562.37,23,7,0.75,3,3,32.86,Gold
6402,Boston,Car,6,417,23,1536,4.78,19972.0,30,19,0.9286,2,0,31.55,Gold
6050,Denver,E-bike,10,326,41,46,3.28,4790.31,19,0,0.6429,4,2,,Standard
7427,Austin,Bicycle,4,504,30,461,4.25,10888.56,38,10,0.8,4,3,33.19,Standard
7306,Seattle,Car,6,283,35,694,4.35,13243.75,29,10,0.7037,2,0,34.14,Standard
7368,Denver,Walking,3,496,43,393,4.63,15642.21,29,18,0.9583,4,1,29.74,Gold
7373,Austin,Car,5,675,62,857,4.18,15200.21,29,10,0.88,2,3,33.17,Standard
7497,Denver,Bicycle,1,503,43,1559,4.64,19138.19,29,19,0.9643,1,0,28.93,Gold
5561,Boston,Car,3,178,19,715,4.74,16449.99,26,11,0.9565,1,4,28.83,Gold
6809,Denver,E-bike,10,36,27,252,4.38,10305.69,31,4,0.7,6,0,34.44,Standard
6802,Seattle,Car,3,445,62,991,4.34,12168.5,27,5,0.8235,8,1,32.82,Standard
5854,Chicago,Car,2,586,46,1031,4.19,11117.7,25,1,0.9,4,1,34.92,Standard
5236,Denver,Car,3,60,49,455,4.91,18649.39,32,21,0.963,3,0,28.49,Gold
7062,Austin,Bicycle,8,168,56,973,3.55,9101.22,21,2,0.8235,2,3,36.65,Standard
6780,Seattle,E-bike,5,640,23,1262,4.7,16178.96,33,13,0.9231,6,2,32.08,Gold
5633,Denver,Bicycle,9,215,39,657,4.17,8623.59,35,2,0.6296,4,3,39.66,Standard
7248,Austin,Car,4,7,37,306,3.71,8262.71,20,3,0.6923,3,2,37.57,Standard
5104,Boston,Car,10,207,59,936,4.86,15441.61,31,19,0.8333,5,1,32.31,Gold
5970,Seattle,Walking,2,276,59,667,4.24,13045.3,30,12,0.75,6,4,36.29,Standard
5756,Denver,Car,4,625,55,1389,4.7,19328.15,24,14,0.95,2,2,,Gold
5308,Austin,Car,3,587,51,327,4.15,11491.18,34,8,0.6818,8,1,32.6,Standard
5906,Austin,Car,8,661,21,332,4.36,10471.6,27,6,0.8095,3,3,33.6,Standard
7396,Boston,Car,1,173,57,1237,4.39,14640.71,20,8,0.8947,1,2,30.83,Standard
5057,Seattle,Bicycle,7,643,37,1188,4.24,17423.24,23,7,1.0,0,2,29.56,Gold
7118,Chicago,Walking,2,621,55,1719,4.87,19273.56,30,16,0.8462,2,3,29.62,Gold
5488,Denver,Car,3,198,46,1517,4.02,12779.48,32,9,0.6,3,3,35.48,Standard
5255,Chicago,E-bike,12,590,22,1116,4.24,12666.35,29,9,0.84,3,3,29.33,Standard
5882,Seattle,Walking,11,372,33,1748,5.0,25433.66,37,36,1.0,0,0,23.89,Gold
7424,Seattle,Walking,6,75,35,598,3.98,10320.11,33,6,0.68,5,3,35.45,Standard
6347,Seattle,E-bike,8,452,37,106,4.76,12198.05,26,19,0.913,3,1,31.6,Gold
6193,Boston,Scooter,10,6,28,698,4.57,16839.96,23,10,1.0,4,0,28.34,Gold
6444,Austin,E-bike,12,473,63,1062,4.9,19953.81,25,19,1.0,3,1,26.66,Gold
5125,Denver,E-bike,7,320,54,706,4.71,16668.91,27,18,0.9167,3,0,29.24,Gold
7236,Chicago,Bicycle,5,606,55,1065,4.65,18718.58,40,29,0.9375,4,1,30.19,Gold
6721,Chicago,Scooter,4,486,49,1321,4.35,17099.72,34,11,0.8077,5,0,33.68,Standard
6240,Seattle,Bicycle,11,565,28,1626,3.99,14846.34,33,8,0.7143,4,3,34.01,Standard
5194,Chicago,E-bike,7,7,51,407,4.71,12646.38,32,14,0.8966,2,1,31.57,Gold
5610,Boston,E-bike,8,223,18,638,4.37,13519.75,37,14,0.8824,3,4,31.37,Standard
5893,Chicago,Bicycle,2,595,45,616,4.65,13472.76,18,9,0.9412,1,1,33.08,Gold
7035,Chicago,Car,5,572,20,1316,4.58,15352.64,24,7,0.9444,4,2,32.86,Standard
5163,Seattle,Car,5,126,37,860,4.13,11574.25,35,13,0.6667,4,4,32.82,Standard
6599,Boston,Car,8,442,49,443,4.23,11486.8,18,4,0.9286,2,0,34.79,Standard
6110,Denver,Scooter,11,318,47,929,3.83,11831.05,26,6,0.7895,3,2,36.34,Standard
6005,Boston,Bicycle,9,603,18,365,3.38,5286.6,30,0,0.5455,2,2,38.99,Standard
5225,Denver,Scooter,10,333,31,1565,4.28,13064.87,25,6,0.7059,5,3,36.64,Standard
6294,Denver,E-bike,4,223,38,857,4.28,13050.73,35,11,0.8276,3,2,32.93,Standard
5802,Boston,E-bike,8,190,21,900,4.57,13882.18,24,14,0.8261,1,2,31.43,Gold
5061,Boston,Scooter,10,254,29,1251,4.24,13173.64,25,8,0.7368,4,2,34.13,Standard
5228,Boston,Scooter,3,167,29,1540,4.97,19424.44,35,19,0.9375,2,0,27.42,Gold
5382,Denver,Walking,9,115,53,367,4.72,15012.81,28,11,0.9048,5,0,33.02,Gold
6145,Denver,Scooter,4,443,27,1646,3.89,13749.93,33,8,0.7931,2,0,34.16,Standard
6715,Denver,E-bike,7,645,32,519,3.81,9360.7,21,2,0.7647,3,0,36.0,Standard
5186,Denver,E-bike,6,429,19,351,4.07,8921.64,29,10,0.9524,5,2,35.85,Standard
5492,Chicago,E-bike,5,453,26,919,4.67,16737.29,30,20,0.96,3,1,26.53,Gold
6068,Seattle,Walking,5,277,30,429,4.48,13482.01,27,10,0.9231,1,1,29.28,Gold
6411,Denver,E-bike,4,5,44,181,4.43,9829.14,24,6,0.9375,4,1,36.23,Standard
5018,Denver,E-bike,6,163,27,227,4.43,10361.85,31,8,0.7037,2,3,33.33,Standard
7377,Denver,Car,4,388,38,1130,4.22,14098.27,27,8,0.8571,3,1,34.48,Standard
5712,Austin,Scooter,7,667,48,1244,4.45,15079.31,35,10,0.7586,3,2,31.14,Standard
6188,Seattle,Car,12,187,29,775,4.36,11692.03,30,7,0.8261,3,4,36.78,Standard
6702,Boston,Car,8,550,54,1623,5.0,21983.59,32,25,1.0,2,1,26.37,Gold
7111,Boston,E-bike,3,27,32,630,4.67,14014.76,31,15,0.84,2,0,32.25,Gold
5709,Austin,Bicycle,12,428,45,364,3.9,8662.17,25,1,0.7,2,2,34.34,Standard
6264,Seattle,Scooter,12,382,28,1092,4.16,14461.53,23,13,0.8571,0,0,33.61,Gold
6354,Denver,Walking,8,434,52,1062,4.24,11292.98,23,4,0.9444,3,2,36.86,Standard
6041,Denver,Bicycle,5,478,56,1147,4.38,13671.94,33,11,0.76,5,0,33.36,Standard
7287,Boston,Car,9,71,32,1001,4.7,17157.81,22,14,0.9545,0,0,28.05,Gold
5480,Chicago,Scooter,11,455,49,1411,4.36,14848.09,33,5,0.913,7,1,32.96,Standard
6961,Austin,Scooter,11,73,39,1581,4.52,16820.63,27,13,0.8696,3,2,32.91,Standard
5926,Boston,Walking,2,280,21,1437,4.72,18573.96,30,17,0.8214,1,0,30.23,Gold
5066,Boston,Scooter,12,602,36,823,5.0,16658.05,26,19,1.0,1,0,30.57,Gold
5026,Austin,Walking,1,89,62,1520,4.45,19572.73,31,19,1.0,3,1,28.66,Gold
6911,Austin,Car,4,87,63,217,4.32,12626.73,23,7,0.7895,3,0,31.77,Gold
7459,Austin,Scooter,7,439,54,199,4.26,7390.27,24,3,0.6,6,1,37.47,Standard
