,courier_id,city,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier,vehicle_type_Car,vehicle_type_Bicycle,vehicle_type_Walking,vehicle_type_E-bike,vehicle_type_Scooter
750,6739,1.0,3,163,63,532,4.87,0.4527,24,3,0.8889,3,3,30.86,0,1,0,0,0,0
751,6046,3.0,6,487,19,1726,4.34,0.5378,36,8,0.75,6,0,35.05,0,0,0,0,1,0
752,5940,3.0,6,691,39,1596,4.73,0.6120,36,13,0.8,8,2,31.99,1,0,0,0,1,0
753,5965,2.0,1,557,22,795,4.72,0.5633,27,17,0.96,2,3,30.14,1,0,0,0,0,1
754,6207,2.0,2,555,55,415,4.91,0.5986,26,19,0.8846,0,2,30.88,1,0,0,0,0,1
755,6211,3.0,4,193,62,789,4.89,0.5637,28,16,0.84,3,2,28.03,1,0,1,0,0,0
756,7172,4.0,12,46,55,507,4.35,0.4476,33,10,0.9259,4,1,30.81,1,0,0,0,1,0
757,5477,3.0,1,580,36,895,4.68,0.6133,24,14,0.9,1,1,33.51,1,0,0,0,1,0
758,7163,2.0,7,559,51,1651,4.24,0.6788,35,11,0.8462,6,4,32.63,1,1,0,0,0,0
759,5473,0.0,8,420,33,721,4.61,0.4620,33,6,0.7778,2,1,33.37,0,1,0,0,0,0
760,5702,2.0,10,236,23,835,4.66,0.6897,33,25,0.9667,2,0,27.88,1,0,0,0,0,1
761,5333,2.0,11,145,43,1198,4.25,0.5555,19,11,0.8824,1,0,29.5,1,0,1,0,0,0
762,7155,3.0,3,694,46,908,4.16,0.3281,22,5,0.8,4,2,33.61,0,0,0,0,0,1
763,6747,0.0,12,370,33,1634,4.53,0.6507,31,10,0.8696,6,2,32.62,1,1,0,0,0,0
764,6150,2.0,12,681,33,1415,4.23,0.4748,30,5,0.7778,3,4,32.84,0,0,0,0,0,1
765,6928,3.0,9,292,20,253,4.26,0.3626,22,5,1.0,3,1,35.4,0,1,0,0,0,0
766,6896,2.0,6,89,36,392,4.31,0.4615,34,9,0.72,5,2,30.54,1,1,0,0,0,0
767,6548,4.0,3,191,21,1157,4.38,0.4612,30,11,0.8889,2,1,32.77,0,0,0,1,0,0
768,6611,1.0,4,327,30,292,4.35,0.4196,26,9,0.9091,4,1,35.34,0,1,0,0,0,0
769,5505,3.0,11,167,55,239,4.07,0.3693,31,8,0.7391,5,1,33.03,0,0,0,1,0,0
770,7322,4.0,11,405,43,520,3.99,0.3044,33,3,0.7692,5,7,36.19,0,1,0,0,0,0
771,5358,1.0,10,265,38,835,4.25,0.5131,24,6,0.9524,1,3,32.03,0,0,0,0,1,0
772,5036,3.0,9,49,28,1714,4.14,0.4606,26,1,0.6667,5,2,33.94,0,1,0,0,0,0
773,7404,4.0,10,611,39,1557,4.57,0.6683,28,13,0.8148,1,0,31.44,1,0,0,0,1,0
774,6781,2.0,5,561,52,1536,4.17,0.5775,25,11,0.8095,3,1,32.37,0,0,0,0,1,0
775,7075,1.0,12,175,20,240,4.25,0.3576,25,4,0.7368,4,1,33.86,0,0,1,0,0,0
776,5514,2.0,4,408,32,835,4.14,0.4889,29,5,0.8696,6,4,32.84,0,0,0,0,1,0
777,6093,1.0,5,635,39,300,4.23,0.3202,31,8,0.5417,3,0,34.89,0,0,0,0,1,0
778,6990,2.0,9,159,44,1422,4.6,0.6175,32,7,0.88,6,2,32.84,1,0,0,1,0,0
779,5952,1.0,12,419,20,1395,3.98,0.5893,28,4,0.9091,4,2,34.12,0,1,0,0,0,0
780,5844,3.0,3,114,40,1062,4.84,0.7369,30,15,0.9583,5,2,29.29,1,0,0,0,1,0
781,6740,3.0,2,419,49,1418,4.95,0.7447,21,17,1.0,0,2,23.39,1,0,0,0,0,1
782,6477,2.0,2,312,34,1615,4.71,0.7839,32,23,0.9655,1,0,26.09,1,1,0,0,0,0
783,5499,0.0,9,257,48,451,4.17,0.5058,32,18,0.9231,4,2,32.84,1,0,1,0,0,0
784,6206,1.0,6,592,33,45,3.95,0.3418,37,7,0.8276,2,1,33.81,0,0,0,0,1,0
785,5751,3.0,3,76,57,323,4.49,0.5472,23,16,0.8,3,0,27.34,1,0,0,0,0,1
786,6374,1.0,12,218,32,1724,3.94,0.5043,40,2,0.4583,7,1,38.4,0,1,0,0,0,0
787,5246,1.0,10,423,44,1314,4.71,0.5825,25,16,0.9565,1,1,28.75,1,0,1,0,0,0
788,6065,3.0,4,133,61,446,3.74,0.3012,31,7,0.5417,4,2,36.43,0,1,0,0,0,0
789,6245,0.0,8,388,28,713,3.88,0.3425,23,3,0.6842,2,0,32.84,0,0,0,1,0,0
790,5779,0.0,11,416,21,946,4.7,0.6459,21,16,0.9,1,0,28.15,1,0,0,0,1,0
791,6138,2.0,3,423,30,619,4.79,0.5484,27,21,0.9259,0,1,30.83,1,1,0,0,0,0
792,6043,2.0,6,142,60,945,4.73,0.5813,44,21,0.8611,1,0,30.66,1,0,0,0,1,0
793,5185,4.0,9,141,31,399,4.27,0.4381,25,8,0.8571,3,2,31.72,1,1,0,0,0,0
794,5896,3.0,7,674,43,452,4.3,0.3843,25,7,0.6842,5,3,33.29,0,0,0,1,0,0
795,7312,2.0,6,522,42,1271,4.4,0.5961,18,4,0.8667,2,2,34.31,0,1,0,0,0,0
796,6435,2.0,11,54,20,1637,4.74,0.6708,30,15,0.7308,3,2,31.8,1,0,0,0,0,1
797,5936,1.0,3,397,41,1307,4.11,0.4629,27,5,0.6667,4,3,33.26,0,1,0,0,0,0
798,5087,0.0,11,40,31,533,4.23,0.5499,27,7,0.9167,2,4,31.07,1,1,0,0,0,0
799,6112,3.0,6,563,28,165,4.89,0.3951,34,16,0.8966,2,2,29.48,1,0,0,0,0,1
800,6987,3.0,7,144,51,1135,3.83,0.3255,21,1,0.9167,6,1,37.62,0,0,0,1,0,0
801,6107,2.0,6,44,41,1445,4.0,0.5839,30,10,0.9231,3,3,32.84,0,0,0,0,0,1
802,7027,3.0,9,337,32,1619,4.15,0.5568,30,4,0.6957,4,3,33.71,0,0,0,0,1,0
803,5460,2.0,9,77,63,896,4.68,0.5866,31,11,0.84,4,1,31.04,1,1,0,0,0,0
804,5619,3.0,8,114,46,1057,3.93,0.4183,33,3,0.8182,8,3,36.65,0,0,0,0,0,1
805,6576,2.0,6,468,45,1267,4.38,0.6640,22,14,0.8,1,0,30.51,1,0,0,0,1,0
806,7204,0.0,4,335,56,1544,4.42,0.5752,26,8,0.9,5,2,32.7,0,0,1,0,0,0
807,5784,4.0,5,160,47,251,4.0,0.2609,28,7,0.8,4,0,36.02,0,0,0,0,0,1
808,7423,0.0,2,147,39,331,3.86,0.3353,33,4,0.68,7,5,34.58,0,0,0,0,0,1
809,5672,1.0,3,118,26,99,4.63,0.4323,32,19,0.7857,2,2,27.83,1,0,0,0,0,1
810,5395,4.0,9,484,57,510,3.41,0.1426,26,0,0.5625,4,3,39.73,0,1,0,0,0,0
811,6396,0.0,5,381,18,817,4.36,0.5762,40,17,0.8286,3,3,31.07,1,1,0,0,0,0
812,7214,2.0,2,564,47,805,4.83,0.6744,30,28,1.0,1,2,28.79,1,0,1,0,0,0
813,5594,0.0,3,552,39,1574,4.44,0.7322,21,10,0.8889,3,2,33.73,1,1,0,0,0,0
814,7045,0.0,11,115,54,553,4.03,0.3662,27,6,0.7143,5,1,33.11,0,1,0,0,0,0
815,6267,1.0,6,264,20,1369,4.36,0.5436,40,11,0.8667,5,2,35.83,0,1,0,0,0,0
816,5613,1.0,8,174,37,1260,4.25,0.6085,22,10,0.9474,1,0,32.41,0,0,0,0,0,1
817,5767,0.0,12,191,35,1535,4.67,0.7759,34,27,0.871,2,0,28.46,1,0,1,0,0,0
818,7318,0.0,3,339,19,1703,4.35,0.6813,23,6,0.7368,3,1,32.84,0,0,0,0,0,1
819,5260,2.0,9,437,51,1768,3.93,0.5936,34,7,0.7143,5,0,32.84,0,0,0,0,0,1
820,7225,4.0,1,292,29,1028,4.59,0.6010,33,11,1.0,1,2,32.13,1,1,0,0,0,0
821,6673,1.0,6,273,35,1546,4.23,0.7384,34,22,0.9688,2,3,28.42,1,0,0,0,1,0
822,6295,3.0,12,266,42,975,4.15,0.4182,34,2,0.6667,5,4,32.84,0,0,0,0,0,1
823,5977,4.0,2,486,43,74,4.46,0.4153,28,15,0.8333,2,0,31.03,1,0,0,0,1,0
824,6999,2.0,2,83,60,1405,3.66,0.3546,30,0,0.6667,4,3,39.98,0,0,1,0,0,0
825,5398,2.0,7,296,51,1600,4.36,0.6218,32,11,0.963,1,2,33.43,0,0,0,0,1,0
826,6106,3.0,1,305,38,909,3.62,0.2492,28,3,0.8182,6,2,37.2,0,1,0,0,0,0
827,5760,1.0,7,322,44,1509,3.86,0.5236,26,7,0.6818,1,1,35.23,0,0,1,0,0,0
828,5300,0.0,10,519,49,1448,3.9,0.4958,32,8,0.5714,2,2,34.14,0,0,1,0,0,0
829,6141,3.0,12,616,47,463,4.47,0.3514,26,8,0.9091,3,2,34.03,0,0,0,1,0,0
830,5345,1.0,10,545,43,1767,4.11,0.6202,17,6,0.6667,4,0,33.05,1,0,0,0,1,0
831,6575,0.0,9,571,46,885,4.43,0.5266,35,10,0.9167,7,1,30.8,1,0,0,0,0,1
832,5792,1.0,10,272,57,1375,4.02,0.5627,24,6,0.9412,4,1,35.96,0,0,1,0,0,0
833,5195,4.0,9,660,23,1538,4.16,0.6112,27,11,0.8421,2,2,32.79,0,0,0,1,0,0
834,7025,4.0,6,498,63,625,4.34,0.3972,25,5,0.7059,4,1,35.06,0,0,0,0,1,0
835,6446,0.0,1,139,40,1265,3.79,0.2951,36,1,0.4815,5,6,37.81,0,0,1,0,0,0
836,5179,0.0,11,654,27,666,3.78,0.2755,23,5,0.6667,3,2,32.84,0,0,0,0,1,0
837,7034,4.0,8,462,40,1312,3.51,0.3487,19,1,0.7143,3,2,38.03,0,0,0,0,1,0
838,5877,4.0,11,194,33,850,3.89,0.3431,29,4,0.6522,3,3,38.07,0,0,0,1,0,0
839,7461,3.0,8,169,56,1117,4.72,0.6005,18,8,0.8667,2,1,32.19,1,1,0,0,0,0
840,7325,0.0,4,431,63,1192,4.83,0.8175,32,26,0.9667,2,0,26.74,1,0,0,1,0,0
841,7477,3.0,7,679,48,501,4.08,0.3621,32,11,0.8621,2,3,32.68,0,0,0,0,0,1
842,6845,3.0,12,186,57,436,3.57,0.1862,34,1,0.8333,6,2,38.07,0,1,0,0,0,0
843,5654,0.0,3,273,59,706,4.37,0.5591,32,17,0.75,6,3,30.19,0,1,0,0,0,0
844,6684,3.0,10,429,31,973,4.76,0.6214,37,26,1.0,4,2,29.75,1,1,0,0,0,0
845,5169,2.0,11,177,39,905,4.41,0.5238,23,7,0.7778,2,2,34.01,0,0,1,0,0,0
846,5117,3.0,8,550,35,424,4.98,0.6609,31,25,1.0,1,1,26.29,1,1,0,0,0,0
847,5352,1.0,1,44,47,558,4.39,0.4046,26,8,0.6667,1,1,33.21,0,0,0,0,1,0
848,5397,0.0,5,197,61,779,4.26,0.4884,20,3,0.6154,4,0,30.48,0,0,0,1,0,0
849,6395,1.0,6,258,34,300,4.39,0.3717,21,4,0.8571,3,1,34.89,0,1,0,0,0,0
850,6618,3.0,7,173,36,35,4.69,0.4016,30,15,0.7826,6,2,31.68,1,0,0,0,1,0
851,6563,0.0,6,175,62,933,4.18,0.4688,32,10,0.8929,3,0,33.66,0,0,0,0,1,0
852,6947,2.0,2,68,58,1238,5.0,0.7078,27,17,0.9167,3,0,27.53,1,0,1,0,0,0
853,5535,2.0,9,663,28,860,4.01,0.4381,26,8,0.7391,2,1,36.34,0,1,0,0,0,0
854,7406,1.0,3,187,34,1554,3.94,0.4875,25,4,0.7895,4,3,35.67,0,0,1,0,0,0
855,5599,2.0,8,243,36,1231,4.4,0.4529,37,5,0.6071,4,3,34.58,0,0,1,0,0,0
856,6992,4.0,11,26,50,1436,4.45,0.4553,30,7,0.7391,4,3,36.02,0,0,1,0,0,0
857,6425,1.0,7,292,37,1147,4.61,0.6537,22,12,0.9375,3,1,31.24,1,0,0,0,0,1
858,5660,1.0,9,565,36,1072,4.61,0.6047,21,9,0.8824,4,0,30.53,1,0,0,0,1,0
859,6816,4.0,8,195,30,1747,4.51,0.7408,35,15,0.8276,3,2,34.17,0,1,0,0,0,0
860,5526,1.0,1,44,23,1031,4.67,0.7090,31,23,0.8929,1,1,29.32,1,0,0,0,0,1
861,6728,0.0,6,217,37,1142,4.04,0.5056,38,3,0.6667,6,4,34.11,0,1,0,0,0,0
862,6311,3.0,7,612,37,1450,4.32,0.6507,29,12,0.85,5,1,29.99,0,0,0,0,0,1
863,7110,1.0,9,275,28,1412,4.01,0.4609,29,4,0.7222,9,2,36.44,0,1,0,0,0,0
864,5569,0.0,9,29,54,980,3.86,0.3081,34,5,0.7143,2,4,39.5,0,0,0,0,1,0
865,6340,0.0,1,52,45,914,4.48,0.4036,19,4,0.8,2,2,33.55,0,0,1,0,0,0
866,5020,4.0,6,198,39,950,3.71,0.3030,37,3,0.6552,6,4,38.01,0,1,0,0,0,0
867,5144,2.0,6,603,20,487,3.7,0.2749,26,2,0.6667,1,0,37.37,0,0,1,0,0,0
868,7100,0.0,7,484,19,1200,4.74,0.6662,29,19,0.8214,0,1,29.01,1,1,0,0,0,0
869,6523,1.0,12,322,60,759,3.6,0.2561,21,1,0.6429,4,1,38.1,0,0,0,1,0,0
870,5370,0.0,11,390,29,578,3.45,0.2079,23,0,0.75,6,1,39.33,0,0,0,0,1,0
871,5695,1.0,7,139,23,1388,4.27,0.4962,25,3,0.8947,2,1,36.9,0,1,0,0,0,0
872,6348,3.0,2,521,26,825,4.34,0.5386,28,10,0.8462,2,2,32.31,0,0,1,0,0,0
873,6132,1.0,2,515,28,358,3.46,0.2590,23,2,0.7778,3,3,36.88,0,0,0,1,0,0
874,5146,3.0,9,484,38,468,4.05,0.3537,35,5,0.7308,5,1,34.25,0,0,0,0,1,0
875,5058,2.0,10,675,55,1222,5.0,0.7792,18,14,1.0,0,1,24.32,1,0,0,0,1,0
876,7469,0.0,3,632,55,515,4.29,0.3604,17,4,0.9231,2,2,34.25,0,0,0,0,0,1
877,5571,0.0,6,692,62,1585,4.44,0.6026,27,4,0.7273,1,2,33.96,0,1,0,0,0,0
878,6509,3.0,12,582,43,1771,4.79,0.9032,30,28,0.9667,0,0,24.71,1,0,0,1,0,0
879,6154,1.0,3,437,61,1316,4.75,0.6901,45,17,0.9487,4,1,30.37,1,1,0,0,0,0
880,6892,3.0,10,529,18,1219,4.51,0.6674,28,12,0.92,1,0,32.84,0,0,1,0,0,0
881,5325,2.0,8,90,20,1497,4.7,0.7187,24,12,0.9524,1,0,29.52,1,0,0,0,0,1
882,5966,3.0,8,664,48,1576,3.99,0.6247,19,4,0.6875,2,0,32.58,0,0,0,0,1,0
883,7291,2.0,3,463,54,423,4.8,0.4569,34,12,0.75,5,2,32.75,1,0,0,0,0,1
884,7391,2.0,10,329,32,89,4.46,0.3201,30,11,0.7857,1,0,33.0,0,0,0,0,0,1
885,6775,3.0,4,295,48,1368,4.64,0.6403,26,12,0.75,1,3,32.92,0,0,1,0,0,0
886,7382,4.0,5,571,60,1206,4.26,0.5488,34,7,0.913,7,2,32.67,0,0,0,1,0,0
887,5804,0.0,6,65,42,1197,4.18,0.5889,20,6,0.7778,2,1,32.57,1,0,0,0,1,0
888,7327,3.0,8,648,60,1577,4.76,0.8957,32,23,1.0,1,1,25.42,1,0,0,0,0,1
889,6439,2.0,7,577,58,1552,4.02,0.3954,26,4,0.7619,2,3,37.72,0,1,0,0,0,0
890,5290,2.0,7,179,19,1629,4.18,0.4001,31,2,0.6667,4,3,37.27,0,0,0,0,1,0
891,5881,2.0,3,437,46,1511,4.32,0.6093,23,10,0.8421,3,1,36.23,0,1,0,0,0,0
892,6724,4.0,4,365,31,1527,4.29,0.6392,26,12,0.9091,3,2,33.21,1,0,0,0,0,1
893,5283,0.0,7,667,50,714,4.42,0.5606,31,9,0.8462,3,2,30.16,1,0,0,0,1,0
894,5615,3.0,8,644,24,680,4.12,0.4317,31,9,0.8077,4,3,32.47,0,1,0,0,0,0
895,6164,1.0,4,496,51,225,4.31,0.3845,25,9,0.9,4,2,33.21,0,1,0,0,0,0
896,7269,2.0,8,555,63,87,3.98,0.1521,29,3,0.7619,3,3,37.72,0,1,0,0,0,0
897,5795,3.0,11,660,42,981,4.18,0.2822,23,3,0.75,5,3,35.62,0,0,0,0,1,0
898,6175,3.0,6,617,20,611,3.79,0.2368,22,1,0.5385,6,1,40.22,0,0,0,0,0,1
899,6831,3.0,7,469,40,1609,4.38,0.6026,36,17,0.7188,1,3,31.46,0,0,1,0,0,0
900,5826,0.0,1,139,55,48,3.89,0.2827,34,2,0.7391,6,3,36.29,0,1,0,0,0,0
901,5430,4.0,1,580,44,1024,4.92,0.7177,29,19,0.9259,1,2,26.19,1,0,1,0,0,0
902,7052,2.0,8,416,35,1698,4.33,0.6806,27,7,0.7,4,0,31.88,0,0,0,0,1,0
903,6298,4.0,1,422,58,1545,4.71,0.6291,18,8,0.75,1,2,30.85,1,0,0,0,0,1
904,6060,2.0,11,629,44,822,3.96,0.4649,29,4,0.619,6,3,34.63,0,0,0,1,0,0
905,6226,4.0,10,406,39,432,4.16,0.3445,28,9,0.6667,1,2,33.15,0,0,0,0,0,1
906,7061,0.0,1,343,61,878,4.65,0.5616,24,15,0.9048,1,0,32.84,1,1,0,0,0,0
907,5886,1.0,5,330,58,140,4.25,0.4328,22,14,0.8571,0,0,30.46,1,1,0,0,0,0
908,5481,3.0,12,285,33,1086,4.34,0.3947,27,4,0.8095,3,2,34.77,0,0,0,0,0,1
909,5056,3.0,5,238,27,286,4.5,0.4529,24,14,0.7826,0,1,31.6,1,1,0,0,0,0
910,5865,0.0,11,272,52,425,4.77,0.5046,29,17,0.9583,3,0,32.84,1,0,0,1,0,0
911,6583,0.0,11,495,42,1697,4.08,0.4519,32,3,0.7143,2,2,37.52,0,0,0,0,1,0
912,5250,4.0,8,135,18,1407,4.42,0.5748,29,10,0.84,2,3,32.84,0,0,1,0,0,0
913,6021,0.0,3,405,26,1412,5.0,0.7457,33,28,0.9677,1,0,29.25,1,0,1,0,0,0
914,7338,3.0,7,262,41,620,4.48,0.6237,23,15,1.0,2,1,33.08,1,0,1,0,0,0
915,7249,3.0,6,89,53,366,4.45,0.4623,35,14,0.7742,2,1,31.16,1,0,0,1,0,0
916,6302,0.0,10,241,28,105,3.76,0.1451,32,4,0.625,6,4,39.0,0,0,0,1,0,0
917,6843,2.0,6,188,25,771,4.6,0.6612,26,17,0.9565,1,0,28.8,1,0,0,1,0,0
918,7336,3.0,1,500,42,123,3.33,0.0301,24,1,0.5882,6,4,32.84,0,0,0,0,1,0
919,7275,2.0,1,169,52,1268,4.27,0.5702,18,5,0.9333,2,0,34.83,0,0,1,0,0,0
920,6939,0.0,3,237,50,259,4.33,0.3966,31,14,0.8261,2,2,29.64,0,0,1,0,0,0
921,6451,1.0,7,599,63,496,4.21,0.3367,29,3,0.7273,4,2,33.2,0,1,0,0,0,0
922,6479,3.0,11,98,27,106,4.63,0.3947,32,13,0.7917,4,1,32.29,1,1,0,0,0,0
923,5722,1.0,11,18,63,194,4.84,0.5785,33,28,1.0,1,1,27.99,1,0,0,0,1,0
924,5890,2.0,9,92,48,985,4.62,0.5878,23,10,0.8571,0,2,30.88,1,0,1,0,0,0
925,6466,4.0,1,115,44,1108,4.24,0.4523,28,4,0.6316,7,4,32.84,0,1,0,0,0,0
926,5046,4.0,12,498,36,414,4.55,0.4258,19,6,0.875,2,0,29.61,1,0,0,1,0,0
927,6602,2.0,6,527,23,987,4.41,0.5509,25,17,0.9048,3,0,30.14,1,0,1,0,0,0
928,5564,2.0,7,234,53,1253,4.38,0.6119,33,15,0.9333,1,0,29.55,1,0,0,0,1,0
929,5724,3.0,8,330,46,1261,4.26,0.5549,24,7,0.8667,6,0,32.93,0,0,0,0,0,1
930,5573,0.0,11,432,47,518,3.83,0.2985,29,2,0.6522,4,2,32.84,0,0,0,0,1,0
931,6603,1.0,12,566,53,350,4.5,0.3955,30,11,0.6667,7,1,29.53,0,0,0,0,1,0
932,6074,0.0,1,218,21,1089,3.9,0.3568,39,3,0.6471,3,5,38.37,0,0,0,0,0,1
933,5292,4.0,12,630,48,425,4.2,0.3310,34,3,0.75,4,3,34.09,0,0,1,0,0,0
934,5311,1.0,9,384,59,937,3.81,0.3727,16,3,0.6429,0,0,35.11,0,0,1,0,0,0
935,6839,4.0,9,531,60,203,4.51,0.3551,22,8,0.7059,1,2,36.29,0,0,0,0,0,1
936,5296,4.0,1,95,63,105,4.27,0.3179,25,8,0.7917,0,0,32.7,0,0,0,1,0,0
937,6686,3.0,10,340,45,52,4.26,0.1774,28,1,0.7895,4,4,37.55,0,0,0,0,1,0
938,6700,0.0,4,170,24,117,4.21,0.3711,20,10,0.9444,2,0,31.04,0,1,0,0,0,0
939,7290,3.0,9,324,27,1141,4.89,0.7110,29,16,0.9167,3,0,30.42,1,0,0,1,0,0
940,5088,3.0,11,5,18,1551,4.31,0.4918,27,4,0.6471,6,2,32.84,0,0,0,0,0,1
941,7081,0.0,10,305,21,1497,4.15,0.5258,33,5,0.8095,7,1,34.28,0,1,0,0,0,0
942,5973,3.0,2,136,38,434,4.07,0.4105,25,3,0.7619,1,4,33.11,0,0,0,0,1,0
943,5348,4.0,2,152,57,419,4.37,0.3905,35,12,0.7097,2,3,32.84,0,0,0,0,0,1
944,7120,2.0,6,699,30,1726,4.43,0.6168,27,12,0.7619,6,1,32.12,0,0,0,0,0,1
945,5515,4.0,2,517,44,222,3.56,0.3156,32,8,0.5357,1,6,38.81,0,0,0,0,1,0
946,7257,1.0,7,106,29,176,3.97,0.2956,35,7,0.6786,4,0,32.56,0,0,0,0,0,1
947,6694,2.0,7,291,29,606,4.19,0.4766,16,5,0.9286,0,0,32.84,1,0,0,0,1,0
948,6182,0.0,5,536,54,1668,4.71,0.8081,31,23,1.0,0,0,27.03,1,0,1,0,0,0
949,5067,1.0,12,162,32,789,3.69,0.3004,24,0,0.4615,7,0,38.66,0,0,1,0,0,0
950,6330,4.0,6,530,46,105,4.2,0.3361,26,5,0.8095,3,2,32.84,0,1,0,0,0,0
951,7352,0.0,8,46,37,1481,4.59,0.5887,29,10,0.8077,2,3,31.65,1,0,0,0,0,1
952,7231,1.0,7,228,32,1041,4.21,0.6506,30,9,0.7037,2,3,32.36,0,1,0,0,0,0
953,5764,3.0,2,94,38,548,4.42,0.5000,31,12,0.92,4,0,32.66,1,1,0,0,0,0
954,6421,3.0,9,382,57,855,4.31,0.5189,31,15,0.8261,5,0,32.84,0,0,0,0,1,0
955,5918,1.0,3,568,22,283,4.18,0.3665,26,5,0.75,5,2,35.06,0,0,0,0,1,0
956,5113,1.0,7,510,24,1518,3.88,0.5478,29,11,0.8333,3,2,36.51,0,0,1,0,0,0
957,5404,4.0,12,286,31,960,4.55,0.5884,26,15,0.8182,2,2,31.09,1,1,0,0,0,0
958,6642,3.0,10,642,36,837,4.93,0.5513,40,28,0.8857,2,1,30.87,1,0,0,0,1,0
959,5964,1.0,6,88,37,1267,3.99,0.4957,31,7,0.8696,6,4,33.73,0,0,0,0,1,0
960,6382,2.0,7,477,40,802,4.16,0.4958,28,10,1.0,3,2,32.04,1,1,0,0,0,0
961,7245,2.0,9,410,41,896,4.23,0.5764,25,9,0.9,5,3,34.11,1,1,0,0,0,0
962,6828,2.0,6,678,28,407,5.0,0.6015,33,20,0.9583,4,2,27.74,1,0,1,0,0,0
963,5835,1.0,12,165,57,837,3.86,0.3126,24,2,0.7895,1,2,34.81,0,0,0,0,1,0
964,5031,4.0,4,138,25,1496,4.26,0.6991,32,17,0.8929,3,2,33.73,0,0,1,0,0,0
965,6085,4.0,11,6,40,388,3.95,0.2961,20,3,0.8333,6,2,35.52,0,0,1,0,0,0
966,5567,1.0,9,130,37,776,4.83,0.5598,33,14,1.0,6,2,28.32,1,0,0,0,1,0
967,6786,4.0,8,256,37,1292,4.55,0.6809,18,11,0.9375,0,3,28.81,1,1,0,0,0,0
968,7265,2.0,7,346,59,1101,5.0,0.8295,27,25,1.0,1,0,27.72,1,0,1,0,0,0
969,5962,1.0,3,375,52,675,3.44,0.2638,31,1,0.7826,4,4,37.33,0,1,0,0,0,0
970,7279,4.0,10,138,48,121,4.13,0.3690,25,8,0.85,3,0,32.84,0,1,0,0,0,0
971,6732,3.0,1,477,53,401,3.69,0.2227,30,4,0.8,2,4,35.87,0,0,0,0,0,1
972,6718,2.0,11,300,58,538,3.7,0.3629,30,4,0.7727,3,3,36.67,0,0,1,0,0,0
973,6312,2.0,8,632,45,1225,4.48,0.5516,26,6,0.8261,1,1,33.6,0,1,0,0,0,0
974,5908,3.0,4,109,58,585,3.65,0.3275,27,2,0.8571,6,1,36.77,0,0,0,0,1,0
975,5950,2.0,10,314,25,457,3.79,0.2970,36,2,0.7407,2,3,37.0,0,1,0,0,0,0
976,7370,0.0,10,567,28,498,4.41,0.6057,34,18,0.8667,1,2,28.92,1,0,0,0,1,0
977,7069,0.0,5,476,51,635,4.81,0.5338,32,16,0.9231,3,2,31.35,1,1,0,0,0,0
978,6422,1.0,9,421,54,1170,4.64,0.6550,25,10,0.8571,3,3,29.94,1,1,0,0,0,0
979,5609,0.0,9,509,20,1379,4.32,0.5701,28,6,0.65,3,1,35.44,0,1,0,0,0,0
980,6503,0.0,10,353,50,1093,4.93,0.5939,33,18,0.8276,1,2,31.24,1,0,1,0,0,0
981,6659,0.0,10,406,25,502,4.49,0.5707,39,23,0.9143,2,3,30.76,1,1,0,0,0,0
982,7309,1.0,10,242,24,1544,4.03,0.5632,27,8,0.85,4,6,35.1,0,1,0,0,0,0
983,5174,0.0,8,632,28,404,4.66,0.3959,32,10,0.8846,1,1,33.23,0,0,0,0,0,1
984,6286,0.0,3,349,49,876,4.47,0.4601,29,3,0.6818,4,1,36.0,0,0,1,0,0,0
985,6213,1.0,5,534,52,304,4.3,0.4258,30,8,0.8182,5,2,34.12,0,0,0,0,0,1
986,6601,1.0,3,537,21,82,4.05,0.3055,36,4,0.8214,4,3,34.66,0,1,0,0,0,0
987,6542,1.0,11,204,23,1427,4.29,0.5925,25,8,0.9444,4,1,32.03,0,0,1,0,0,0
988,6159,1.0,2,392,27,994,4.61,0.6445,36,24,0.9688,2,1,31.25,1,1,0,0,0,0
989,5536,1.0,7,324,26,1293,5.0,0.6464,31,18,0.9643,2,2,29.99,1,0,0,0,0,1
990,7071,2.0,4,6,26,1708,3.87,0.5401,28,4,0.5833,1,1,35.51,0,0,0,0,0,1
991,6857,2.0,2,8,41,1463,3.79,0.4001,31,2,0.7143,2,4,40.46,0,1,0,0,0,0
992,5452,1.0,4,339,56,925,4.62,0.6893,19,11,0.9375,3,1,28.59,1,1,0,0,0,0
993,5356,1.0,5,522,58,1315,4.39,0.5814,32,12,0.6957,4,2,30.54,0,0,0,1,0,0
994,5005,3.0,11,125,57,1031,4.24,0.4689,34,4,0.6,6,0,37.15,0,1,0,0,0,0
995,7376,2.0,9,130,31,1130,4.68,0.7112,32,23,0.9643,1,2,28.91,1,0,1,0,0,0
996,5780,3.0,6,652,33,649,4.18,0.2209,27,1,0.6364,3,4,39.23,0,1,0,0,0,0
997,7030,4.0,3,642,29,1277,4.64,0.7011,33,19,0.8889,3,1,28.89,1,0,0,0,0,1
998,7015,1.0,8,419,42,73,4.84,0.5091,31,16,1.0,3,1,28.46,1,1,0,0,0,0
999,5287,4.0,11,50,34,395,4.99,0.6067,23,17,1.0,1,4,29.77,1,0,0,0,1,0
