vehicle_id,vehicle_type,purchase_year,last_service_date
3392,E-bike,2019,19/02/2023
3393,Walking,2019,19/11/2022
3394,Bicycle,2020,10/10/2022
3395,Scooter,2017,08/05/2023
3396,Bicycle,2017,20/01/2023
3397,E-bike,2023,20/03/2024
3398,Scooter,2021,28/08/2022
3399,Scooter,2016,05/01/2023
3400,Car,2020,21/07/2022
3401,E-bike,2016,18/10/2023
3402,Car,2014,14/01/2023
3403,E-bike,2020,05/01/2024
3404,Car,2015,07/05/2023
3405,Car,2022,09/03/2023
3406,E-bike,2016,21/04/2023
3407,Car,2016,02/10/2023
3408,E-bike,2021,02/06/2023
3409,Car,2021,01/05/2023
3410,Car,2012,11/12/2022
3411,Scooter,2019,16/09/2022
3412,Scooter,2021,23/09/2023
3413,E-bike,2017,15/08/2023
3414,Car,2013,20/05/2024
3415,Car,2020,02/04/2023
3416,Scooter,2019,26/08/2023
3417,E-bike,2023,11/12/2022
3418,Car,2019,15/04/2023
3419,Bicycle,2016,23/01/2023
3420,Scooter,2015,07/09/2023
3421,E-bike,2017,04/07/2023
3422,Scooter,2022,01/08/2023
3423,E-bike,2014,26/04/2024
3424,Bicycle,2022,23/04/2023
3425,Scooter,2013,04/04/2024
3426,Car,2019,17/05/2023
3427,E-bike,2016,05/01/2023
3428,Walking,2022,06/05/2024
3429,Scooter,2018,14/10/2023
3430,E-bike,2013,12/04/2023
3431,E-bike,2013,28/01/2024
3432,Scooter,2022,31/01/2023
3433,Bicycle,2013,06/05/2024
3434,Walking,2012,02/02/2024
3435,Walking,2018,26/11/2023
3436,Bicycle,2019,16/07/2022
3437,Car,2013,16/12/2023
3438,Walking,2021,21/10/2022
3439,E-bike,2012,24/10/2023
3440,E-bike,2015,27/04/2024
3441,E-bike,2018,17/12/2022
3442,E-bike,2018,27/12/2022
3443,Scooter,2022,26/02/2024
3444,Car,2015,13/04/2024
3445,Car,2012,16/10/2022
3446,Bicycle,2019,09/02/2024
3447,Bicycle,2021,08/10/2023
3448,Bicycle,2012,24/06/2023
3449,E-bike,2012,04/08/2022
3450,Bicycle,2013,01/09/2023
3451,Walking,2018,29/09/2023
3452,Car,2022,15/07/2022
3453,Scooter,2013,20/03/2024
3454,E-bike,2014,09/10/2022
3455,Car,2023,13/10/2022
3456,Bicycle,2022,20/09/2023
3457,Car,2015,01/10/2022
3458,Car,2014,14/09/2022
3459,E-bike,2016,12/04/2023
3460,Bicycle,2017,27/09/2023
3461,E-bike,2021,29/11/2023
3462,Bicycle,2023,15/12/2023
3463,Scooter,2020,05/04/2024
3464,Bicycle,2016,26/11/2023
3465,Bicycle,2020,05/03/2023
3466,Car,2021,10/05/2024
3467,E-bike,2014,29/09/2022
3468,Car,2013,15/02/2024
3469,Bicycle,2014,25/11/2023
3470,Bicycle,2013,28/02/2024
3471,E-bike,2021,11/09/2022
3472,Car,2023,29/02/2024
3473,Scooter,2018,03/07/2022
3474,Bicycle,2016,15/07/2023
3475,E-bike,2017,05/06/2023
3476,Bicycle,2012,03/07/2023
3477,Scooter,2012,30/03/2024
3478,Car,2019,18/07/2022
3479,E-bike,2014,23/09/2022
3480,E-bike,2021,27/06/2023
3481,Scooter,2014,21/09/2023
3482,Bicycle,2017,09/04/2023
3483,Scooter,2015,21/01/2024
3484,E-bike,2022,04/11/2023
3485,E-bike,2012,26/11/2023
3486,Car,2018,10/07/2022
3487,Car,2012,22/10/2022
3488,E-bike,2019,06/07/2022
3489,Car,2022,05/02/2023
3490,Bicycle,2021,31/01/2024
3491,E-bike,2018,06/12/2022
3492,E-bike,2022,07/12/2022
3493,Car,2021,05/04/2023
3494,Bicycle,2021,12/02/2024
3495,Scooter,2020,09/01/2023
3496,Car,2015,08/10/2023
3497,Car,2014,21/06/2023
3498,Bicycle,2014,12/11/2023
3499,E-bike,2016,31/03/2024
