courier_id,city,vehicle_type,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,courier_tier
5987,Chicago,Bicycle,2,177,31,448,4.82,14431.59,30,17,0.7667,Gold
5988,Denver,Bicycle,1,488,45,1493,4.6,18182.58,33,9,0.6364,Gold
5989,Austin,Bicycle,8,554,23,256,3.81,7956.12,27,2,0.4444,Standard
5990,Denver,Bicycle,12,97,29,1141,4.86,17944.52,32,25,0.8438,Gold
5991,Boston,Car,6,515,21,1094,4.5,14407.99,29,11,0.7241,Standard
5992,Austin,Scooter,8,657,53,837,4.74,17409.24,29,14,0.7931,Gold
5993,Denver,Car,7,15,56,739,3.74,10846.85,31,4,0.5484,Standard
5994,Seattle,Car,6,90,50,52,4.66,13311.71,29,17,0.8966,Gold
5995,Denver,Bicycle,5,385,48,415,3.89,9481.52,35,3,0.4571,Standard
5996,Denver,Walking,2,290,56,944,4.68,15682.56,31,16,0.7097,Gold
5997,Denver,Bicycle,9,325,40,301,4.1,10671.17,37,16,0.6757,Standard
5998,Austin,E-bike,9,149,39,162,4.71,12843.38,32,21,0.8125,Gold
5999,Austin,Walking,7,568,59,1723,3.69,13954.86,27,3,0.6667,Standard
6000,Boston,E-bike,9,535,22,1095,4.53,17474.21,26,13,0.8462,Gold
6001,Denver,E-bike,6,689,55,296,4.63,15766.22,20,16,1.0,Gold
6002,Boston,Walking,4,163,62,383,4.54,11747.3,38,10,0.6579,Standard
6003,Boston,E-bike,1,196,23,549,4.34,9939.27,24,3,0.6667,Standard
6004,Seattle,Scooter,6,584,35,1047,4.06,13050.89,30,7,0.4667,Standard
6005,Boston,Bicycle,9,603,18,365,3.38,5286.6,30,0,0.4,Standard
6006,Chicago,Bicycle,8,119,34,905,3.97,13036.83,31,4,0.4839,Standard
6007,Denver,E-bike,3,610,30,168,4.11,11489.18,25,5,0.68,Standard
6008,Austin,Car,5,413,25,1551,4.49,18788.05,22,6,0.6364,Gold
6009,Denver,Scooter,2,544,43,1605,4.4,13720.43,19,6,0.7895,Standard
6010,Chicago,E-bike,3,95,20,918,3.96,12113.47,18,5,0.5556,Standard
6011,Denver,Scooter,3,290,20,1745,4.11,15782.84,21,4,0.619,Standard
6012,Seattle,Car,8,10,34,1382,4.44,16118.21,28,13,0.8571,Gold
6013,Chicago,E-bike,10,239,24,1017,3.58,7210.98,35,3,0.2571,Standard
6014,Austin,Bicycle,10,389,23,585,4.66,14475.8,19,13,0.7368,Gold
6015,Chicago,E-bike,12,120,51,203,3.98,9610.88,35,3,0.4571,Standard
6016,Chicago,E-bike,3,359,48,968,4.45,14231.06,22,9,0.5,Gold
6017,Chicago,Scooter,5,408,24,91,3.62,5819.61,24,0,0.375,Standard
6018,Chicago,Scooter,2,359,45,791,3.96,11196.17,25,2,0.64,Standard
6019,Seattle,Car,11,12,54,1560,4.95,21756.77,37,21,0.8919,Gold
6020,Austin,Car,12,135,19,1270,4.88,17119.05,24,19,0.875,Gold
6021,Austin,Bicycle,3,405,26,1412,5.0,19444.89,33,28,0.9091,Gold
6022,Seattle,Bicycle,2,405,28,1462,4.86,19789.61,29,20,0.931,Gold
6023,Boston,Scooter,6,662,21,301,4.32,8302.82,28,3,0.5714,Standard
6024,Chicago,E-bike,2,92,39,893,4.62,17394.14,23,12,0.7826,Gold
6025,Chicago,Bicycle,7,270,61,1054,4.28,12476.02,33,10,0.5455,Standard
6026,Boston,Walking,5,253,39,1694,4.43,18776.44,26,13,0.8077,Gold
6027,Austin,Car,7,592,54,1658,4.05,13049.27,34,9,0.6176,Standard
6028,Austin,Scooter,6,495,63,437,3.89,9153.79,27,6,0.5185,Standard
6029,Boston,Walking,7,271,40,1387,4.01,13991.83,29,5,0.6897,Standard
6030,Boston,Car,1,70,54,45,4.23,10031.67,31,10,0.5806,Standard
6031,Austin,Car,2,191,18,1177,5.0,19348.73,33,22,0.8485,Gold
6032,Seattle,Car,11,13,18,1077,4.37,17596.16,31,14,0.8065,Gold
6033,Chicago,E-bike,4,633,40,1135,4.45,15487.93,32,12,0.6562,Standard
6034,Chicago,Scooter,11,578,32,188,4.51,12042.15,28,13,0.7143,Gold
6035,Seattle,Scooter,3,582,37,363,4.61,11444.89,27,10,0.7037,Standard
6036,Chicago,Car,8,193,63,1034,4.58,14744.34,25,7,0.68,Standard
6037,Chicago,Car,2,118,32,972,4.23,11873.43,29,3,0.7586,Standard
6038,Austin,E-bike,10,339,35,813,3.88,9890.05,28,1,0.5357,Standard
6039,Denver,Walking,3,619,25,65,4.16,10098.49,28,9,0.6071,Standard
6040,Boston,Car,7,680,58,1128,3.49,9785.32,31,0,0.2903,Standard
6041,Denver,Bicycle,5,478,56,1147,4.38,13671.94,33,11,0.5758,Standard
6042,Boston,Car,11,636,49,1128,4.55,15354.3,37,22,0.6216,Gold
6043,Chicago,E-bike,6,142,60,945,4.73,15572.48,44,21,0.7045,Gold
6044,Austin,Bicycle,10,272,36,215,4.51,10860.39,29,15,0.7931,Gold
6045,Austin,E-bike,1,160,18,1004,4.53,14960.51,24,11,0.8333,Gold
6046,Denver,E-bike,6,487,19,1726,4.34,14547.55,36,8,0.5833,Standard
6047,Austin,Scooter,3,447,49,787,4.41,17148.61,24,16,0.8333,Gold
6048,Austin,Bicycle,4,272,63,589,4.61,14656.75,21,11,0.7619,Gold
6049,Chicago,E-bike,5,496,31,182,4.5,11922.82,31,11,0.6774,Standard
6050,Denver,E-bike,10,326,41,46,3.28,4790.31,19,0,0.4737,Standard
6051,Austin,Car,1,65,46,1788,4.2,16354.0,30,9,0.6667,Standard
6052,Seattle,Scooter,9,411,24,1664,4.49,18818.2,23,14,0.7826,Gold
6053,Boston,Scooter,5,305,29,563,4.62,14616.48,26,18,0.7308,Gold
6054,Boston,Car,12,26,44,561,4.25,10733.96,26,8,0.7308,Standard
6055,Boston,Car,12,382,44,921,4.33,13683.82,29,3,0.5862,Standard
6056,Denver,Scooter,3,651,19,403,4.33,8945.12,21,3,0.5238,Standard
6057,Denver,Car,7,448,62,31,3.98,9438.38,24,3,0.7083,Standard
6058,Austin,E-bike,1,521,28,92,4.09,9303.76,34,12,0.6765,Standard
6059,Chicago,E-bike,1,122,54,188,4.8,14131.67,35,22,0.7714,Gold
6060,Chicago,Walking,11,629,44,822,3.96,12832.27,29,4,0.4483,Standard
6061,Austin,Car,2,482,55,578,4.46,12566.19,31,11,0.7419,Standard
6062,Denver,Car,9,353,27,1370,5.0,21631.82,33,22,0.8182,Gold
6063,Chicago,Car,10,685,37,124,3.38,3873.49,27,0,0.3704,Standard
6064,Denver,Bicycle,11,225,40,1020,3.92,11836.95,22,5,0.4091,Standard
6065,Denver,Car,4,133,61,446,3.74,8974.99,31,7,0.4194,Standard
6066,Austin,E-bike,9,285,54,1084,3.88,10762.01,30,4,0.4,Standard
6067,Seattle,Scooter,6,527,45,529,4.64,14569.37,26,14,0.8077,Gold
6068,Seattle,Walking,5,277,30,429,4.48,13482.01,27,10,0.8889,Gold
6069,Seattle,Scooter,4,57,61,1385,3.97,11997.02,26,3,0.3846,Standard
6070,Austin,Car,12,40,33,659,3.6,9448.93,28,3,0.5,Standard
6071,Chicago,Walking,2,327,42,1087,4.09,11911.36,33,3,0.4848,Standard
6072,Boston,Car,4,319,24,1279,4.05,13998.08,26,8,0.6923,Standard
6073,Seattle,Bicycle,11,161,36,1017,4.06,10801.21,28,3,0.5357,Standard
6074,Austin,Scooter,1,218,21,1089,3.9,10284.79,39,3,0.5641,Standard
6075,Austin,E-bike,11,254,48,1426,4.18,17297.28,29,9,0.7241,Standard
6076,Chicago,Scooter,1,50,20,806,4.04,10768.66,22,0,0.5455,Standard
6077,Austin,E-bike,11,292,57,629,4.14,10410.64,16,1,0.5,Standard
6078,Chicago,Bicycle,9,130,29,1699,4.47,19049.83,38,25,0.8158,Gold
6079,Chicago,Car,10,145,28,1626,4.41,19366.66,27,16,0.7778,Gold
6080,Boston,Bicycle,1,459,27,1591,4.9,21411.09,23,17,0.9565,Gold
6081,Austin,Bicycle,5,610,52,1317,4.27,14397.95,22,4,0.5909,Standard
6082,Boston,Walking,11,286,44,961,4.69,13481.83,21,10,0.6667,Standard
6083,Denver,Bicycle,2,585,23,705,4.48,14436.44,32,11,0.75,Gold
6084,Seattle,Scooter,6,345,62,796,5.0,18570.9,20,13,0.8,Gold
6085,Seattle,Bicycle,11,6,40,388,3.95,8854.75,20,3,0.5,Standard
6086,Chicago,Walking,8,417,36,462,3.95,8807.57,39,15,0.5385,Standard
6087,Seattle,Scooter,12,229,42,100,4.54,11772.03,26,14,0.7692,Gold
6088,Boston,Car,9,12,35,480,5.0,20043.1,34,31,1.0,Gold
6089,Denver,E-bike,12,22,48,1072,4.51,16414.38,22,9,0.7273,Gold
6090,Chicago,Walking,8,661,24,70,4.58,10595.55,20,6,0.6,Standard
6091,Denver,Scooter,8,457,63,927,3.73,12354.0,26,6,0.6154,Standard
6092,Boston,Scooter,1,248,53,594,4.71,12988.41,24,14,0.7917,Gold
6093,Boston,E-bike,5,635,39,300,4.23,9423.62,31,8,0.4194,Standard
6094,Boston,E-bike,3,450,51,1085,4.83,15610.61,38,20,0.7895,Gold
6095,Denver,Car,5,399,25,729,4.15,12431.55,34,6,0.6471,Standard
6096,Seattle,Scooter,5,674,32,1399,4.0,14053.4,31,7,0.5806,Standard
6097,Denver,E-bike,5,456,44,33,4.19,8442.28,26,3,0.8077,Standard
6098,Seattle,Car,5,26,40,1024,4.37,14573.95,23,8,0.7391,Gold
6099,Chicago,E-bike,9,464,49,1042,5.0,19325.53,24,23,0.875,Gold
6100,Denver,Bicycle,6,83,19,366,4.06,12707.93,36,9,0.6111,Gold
6101,Boston,Bicycle,9,649,38,1107,4.11,15426.55,31,8,0.7419,Standard
6102,Denver,Car,10,171,62,1611,4.24,17449.17,30,9,0.8333,Gold
6103,Austin,E-bike,5,485,24,1474,4.17,15044.63,26,9,0.4615,Standard
6104,Austin,Car,6,222,48,1432,4.61,17382.27,18,9,0.6667,Gold
6105,Austin,Bicycle,4,337,59,448,4.56,13365.58,36,18,0.6944,Gold
6106,Denver,Car,1,305,38,909,3.62,7750.42,28,3,0.6429,Standard
6107,Chicago,Scooter,6,44,41,1445,4.0,15634.53,30,10,0.8,Standard
6108,Boston,Car,2,401,60,796,4.34,14120.47,19,6,0.6316,Standard
6109,Chicago,Car,5,21,50,295,4.6,12697.33,32,12,0.8125,Gold
6110,Denver,Scooter,11,318,47,929,3.83,11831.05,26,6,0.5769,Standard
6111,Denver,E-bike,7,349,54,1763,4.26,20338.6,37,20,0.7568,Gold
6112,Denver,Scooter,6,563,28,165,4.89,11187.38,34,16,0.7647,Gold
6113,Chicago,E-bike,4,558,33,259,4.16,10551.47,31,9,0.6452,Standard
6114,Chicago,Car,2,323,39,1450,4.05,18265.36,26,15,0.7692,Gold
6115,Chicago,Bicycle,6,159,25,588,5.0,16831.27,24,20,0.875,Gold
6116,Chicago,E-bike,2,298,40,539,3.32,5125.73,31,1,0.5484,Standard
6117,Austin,Walking,7,649,54,1230,4.7,17095.11,28,8,0.75,Gold
6118,Boston,Car,3,64,60,1574,3.93,11600.38,39,4,0.3333,Standard
6119,Chicago,Car,8,230,18,966,3.73,11716.16,28,5,0.5,Standard
6120,Boston,E-bike,5,23,37,1110,4.7,17085.2,37,25,0.8919,Gold
6121,Chicago,E-bike,12,22,25,1119,3.93,13637.43,24,6,0.5,Standard
6122,Boston,Bicycle,5,537,36,277,4.75,9691.55,28,16,0.6429,Gold
6123,Chicago,Car,4,458,60,764,4.39,14175.18,25,11,0.68,Gold
6124,Denver,Car,7,205,31,670,4.26,13546.24,27,6,0.7778,Standard
6125,Seattle,E-bike,5,427,34,1634,4.51,20471.32,25,15,0.88,Gold
6126,Denver,Bicycle,4,329,40,1640,4.07,15759.39,34,10,0.6176,Standard
6127,Seattle,Car,2,360,57,641,4.7,15781.11,20,11,0.75,Gold
6128,Austin,E-bike,1,198,30,53,3.62,5483.82,36,5,0.5,Standard
6129,Boston,Car,7,165,19,657,3.89,9444.67,27,4,0.5185,Standard
6130,Denver,E-bike,8,442,47,1214,4.47,12674.22,29,9,0.7586,Standard
6131,Austin,Car,7,275,29,673,4.66,15571.75,28,17,0.75,Gold
6132,Boston,Walking,2,515,28,358,3.46,7981.95,23,2,0.6087,Standard
6133,Chicago,E-bike,10,379,26,816,4.43,13556.85,24,2,0.4167,Standard
6134,Austin,E-bike,2,21,57,786,3.93,11622.7,31,10,0.5484,Standard
6135,Denver,E-bike,3,8,41,1456,4.42,16284.15,38,12,0.6316,Standard
6136,Seattle,Car,2,395,61,1760,4.52,15976.25,21,6,0.5238,Standard
6137,Boston,Walking,1,667,51,589,4.25,15944.47,30,16,0.9333,Gold
6138,Chicago,Car,3,423,30,619,4.79,14798.6,27,21,0.9259,Gold
6139,Boston,Bicycle,7,273,49,1110,4.31,15284.39,32,6,0.4375,Standard
6140,Boston,Car,4,301,25,1533,4.63,17944.35,32,19,0.75,Gold
6141,Denver,Walking,12,616,47,463,4.47,10158.39,26,8,0.7692,Standard
6142,Seattle,E-bike,9,622,31,736,4.5,14083.36,25,12,0.6,Gold
6143,Seattle,Car,2,615,21,1746,4.12,17177.31,26,9,0.6154,Standard
6144,Boston,Car,2,333,50,246,4.35,10431.47,32,7,0.8125,Standard
6145,Denver,Scooter,4,443,27,1646,3.89,13749.93,33,8,0.697,Standard
6146,Denver,Bicycle,9,499,31,1230,5.0,18652.22,33,26,0.9394,Gold
6147,Boston,Scooter,1,493,57,669,3.9,7382.07,18,2,0.6667,Standard
6148,Austin,Bicycle,4,455,47,1405,3.99,12996.65,33,2,0.6667,Standard
6149,Chicago,Car,9,520,29,761,3.94,11460.59,21,4,0.619,Standard
6150,Chicago,Scooter,12,681,33,1415,4.23,13064.5,30,5,0.7,Standard
6151,Denver,Car,9,264,37,1501,3.6,10361.13,21,2,0.2857,Standard
6152,Chicago,Car,11,8,47,1279,4.83,16571.67,35,15,0.7143,Gold
6153,Seattle,E-bike,12,372,39,410,4.53,12246.85,26,15,0.8077,Gold
6154,Boston,Car,3,437,61,1316,4.75,18133.98,45,17,0.8222,Gold
6155,Denver,Scooter,3,65,32,294,4.82,13824.24,29,16,0.6897,Gold
6156,Seattle,Car,6,656,44,684,4.12,10932.92,30,3,0.4667,Standard
6157,Austin,Scooter,2,661,29,243,4.64,8806.63,21,5,0.5238,Standard
6158,Denver,Car,12,193,39,1355,3.97,16918.81,34,9,0.5294,Standard
6159,Boston,Car,2,392,27,994,4.61,17060.82,36,24,0.8611,Gold
6160,Seattle,Car,4,512,29,107,4.52,12226.62,32,13,0.875,Gold
6161,Chicago,E-bike,2,581,36,429,4.1,7917.23,39,6,0.5385,Standard
6162,Denver,E-bike,7,419,28,1750,4.61,20382.54,19,10,0.8421,Gold
6163,Seattle,Bicycle,9,190,54,1075,4.02,14345.48,23,6,0.4348,Standard
6164,Boston,Car,4,496,51,225,4.31,10937.9,25,9,0.72,Standard
6165,Austin,Walking,6,612,53,1470,4.71,19256.16,18,11,0.9444,Gold
6166,Austin,Car,4,140,50,1569,4.69,18321.54,24,13,0.8333,Gold
6167,Boston,Walking,6,535,45,1612,4.26,12776.66,16,2,0.5,Standard
6168,Austin,Scooter,11,386,43,165,4.54,12125.35,28,17,0.7857,Gold
6169,Denver,Bicycle,6,668,51,1305,4.29,17110.96,26,14,0.8462,Gold
6170,Denver,Car,10,452,61,1117,4.59,17699.46,30,17,0.8333,Gold
6171,Seattle,E-bike,4,164,44,277,3.72,5245.07,32,1,0.4688,Standard
6172,Boston,Bicycle,12,145,61,768,4.09,10482.75,34,7,0.6176,Standard
6173,Boston,E-bike,5,630,30,1400,4.61,14631.6,26,7,0.7692,Standard
6174,Seattle,Scooter,10,5,50,564,4.09,11319.81,25,8,0.64,Standard
6175,Denver,Scooter,6,617,20,611,3.79,7458.49,22,1,0.3182,Standard
6176,Seattle,Car,9,457,24,335,4.19,9964.16,32,4,0.5625,Standard
6177,Austin,Bicycle,10,490,42,1578,4.67,18157.35,34,14,0.7353,Gold
6178,Denver,E-bike,3,365,18,1315,3.91,13766.68,27,4,0.5926,Standard
6179,Denver,Scooter,8,55,45,452,4.44,11720.26,26,4,0.6154,Standard
6180,Chicago,Bicycle,7,399,28,1760,4.73,18665.81,32,20,0.875,Gold
6181,Denver,E-bike,7,520,63,314,4.21,11966.53,32,8,0.625,Standard
6182,Austin,Bicycle,5,536,54,1668,4.71,20914.43,31,23,0.9677,Gold
6183,Denver,Bicycle,2,697,55,1008,4.19,18413.15,29,15,0.8966,Gold
6184,Austin,E-bike,2,503,50,1575,4.43,19392.01,37,22,0.8108,Gold
6185,Boston,Car,10,456,62,782,4.29,11932.02,26,7,0.6923,Standard
6186,Austin,Car,5,298,44,1582,4.16,14830.95,29,6,0.5517,Standard
6187,Austin,E-bike,9,18,22,1067,4.36,15258.14,26,14,0.8077,Gold
6188,Seattle,Car,12,187,29,775,4.36,11692.03,30,7,0.6333,Standard
6189,Denver,Bicycle,2,589,52,1084,4.17,15415.88,22,8,0.6364,Standard
6190,Chicago,Car,1,532,23,639,4.52,14971.92,23,12,0.8696,Gold
6191,Boston,Walking,11,146,49,785,4.33,13372.55,23,10,0.6087,Standard
6192,Seattle,Car,6,340,54,471,4.25,14167.02,26,14,0.8462,Gold
6193,Boston,Scooter,10,6,28,698,4.57,16839.96,23,10,0.7391,Gold
6194,Chicago,E-bike,4,404,43,859,4.0,10725.78,32,3,0.7188,Standard
6195,Denver,Car,4,602,19,1368,4.43,14168.3,25,6,0.76,Standard
6196,Austin,Bicycle,2,448,60,367,4.05,9282.39,19,8,0.6842,Standard
6197,Boston,Bicycle,9,358,30,910,4.77,16362.2,27,11,0.7037,Gold
6198,Denver,Car,3,307,29,1686,4.63,19146.58,27,15,0.8519,Gold
6199,Denver,Scooter,6,65,37,497,4.93,16368.38,31,23,0.8065,Gold
6200,Chicago,Scooter,8,342,54,1688,5.0,17897.41,25,16,0.76,Gold
6201,Denver,Bicycle,3,151,33,550,4.17,11016.09,29,10,0.6552,Standard
6202,Chicago,Scooter,6,557,30,942,4.99,17185.55,29,25,0.8621,Gold
6203,Seattle,E-bike,10,396,41,486,4.6,15548.28,28,14,0.8214,Gold
6204,Boston,E-bike,8,621,27,32,3.65,1882.09,27,2,0.6667,Standard
6205,Boston,Scooter,8,184,56,1730,4.78,21021.1,20,13,0.85,Gold
6206,Boston,E-bike,6,592,33,45,3.95,9932.1,37,7,0.6486,Standard
6207,Chicago,Scooter,2,555,55,415,4.91,15979.5,26,19,0.8846,Gold
6208,Denver,Car,3,688,54,314,4.18,9706.2,29,7,0.4828,Standard
6209,Austin,E-bike,3,552,34,74,4.43,13902.42,27,12,0.8889,Gold
6210,Boston,Car,1,472,18,1128,4.25,16723.29,24,11,0.6667,Gold
6211,Denver,Bicycle,4,193,62,789,4.89,15158.71,28,16,0.75,Gold
6212,Austin,Car,1,420,49,268,5.0,15189.63,23,17,0.8696,Gold
6213,Boston,Scooter,5,534,52,304,4.3,11909.63,30,8,0.6,Standard
6214,Seattle,Car,5,97,48,564,4.53,14776.33,26,15,0.7692,Gold
6215,Seattle,Car,2,572,44,68,3.83,5313.76,41,4,0.561,Standard
6216,Denver,Walking,5,417,25,234,4.42,11656.54,24,6,0.7917,Standard
6217,Austin,E-bike,5,52,29,169,4.52,11723.01,28,12,0.7857,Gold
6218,Boston,Bicycle,9,653,29,1784,4.89,22308.01,34,26,0.8824,Gold
6219,Boston,Car,7,87,25,61,3.55,4349.73,29,2,0.3103,Standard
6220,Chicago,Scooter,11,550,48,1295,4.15,13468.45,25,3,0.52,Standard
6221,Denver,Walking,2,26,39,1234,4.42,14708.7,24,11,0.6667,Standard
6222,Seattle,Car,10,385,38,1472,4.47,17316.1,31,14,0.7097,Standard
6223,Chicago,Car,4,131,46,258,5.0,15591.49,26,16,0.8846,Gold
6224,Austin,E-bike,6,569,27,108,3.9,9485.21,23,7,0.6522,Standard
6225,Austin,Scooter,7,78,60,1324,4.3,16386.17,42,15,0.6667,Standard
6226,Seattle,Scooter,10,406,39,432,4.16,9995.56,28,9,0.5714,Standard
6227,Chicago,E-bike,9,256,57,1686,4.79,16564.61,33,19,0.7273,Gold
6228,Denver,Scooter,5,556,57,903,4.5,14435.98,28,12,0.5357,Standard
6229,Denver,Walking,3,304,45,303,4.61,13091.69,28,18,0.8929,Gold
6230,Austin,Bicycle,6,97,36,574,4.17,10553.04,31,8,0.5806,Standard
6231,Boston,E-bike,5,287,63,1224,4.74,19492.34,31,21,0.9032,Gold
6232,Denver,Car,1,517,31,1075,4.03,14474.35,37,14,0.5405,Standard
6233,Chicago,E-bike,3,6,36,1281,4.09,13551.68,28,5,0.5,Standard
6234,Austin,Bicycle,10,189,41,760,3.92,12167.54,19,4,0.5789,Standard
6235,Seattle,Car,9,370,61,1141,4.18,12240.07,30,4,0.5667,Standard
6236,Denver,E-bike,8,266,39,567,4.56,12703.21,38,10,0.5789,Standard
6237,Chicago,Car,7,29,39,1140,4.68,16251.85,36,22,0.75,Gold
6238,Austin,Car,9,67,55,190,4.35,9746.72,37,5,0.7027,Standard
6239,Boston,Car,3,223,44,1177,4.33,15984.04,25,14,0.56,Standard
6240,Seattle,Bicycle,11,565,28,1626,3.99,14846.34,33,8,0.6061,Standard
6241,Austin,E-bike,10,276,31,360,4.01,9990.84,26,4,0.6538,Standard
6242,Austin,Car,7,130,32,867,4.01,13242.27,28,7,0.8214,Gold
6243,Chicago,Car,1,330,32,569,4.09,13209.01,20,7,0.8,Standard
6244,Boston,Bicycle,7,523,62,1514,4.94,18916.21,33,23,0.8182,Gold
6245,Austin,Walking,8,388,28,713,3.88,9947.84,23,3,0.5652,Standard
6246,Austin,Scooter,9,449,50,481,4.49,13012.92,27,11,0.6667,Gold
6247,Austin,Car,7,446,62,124,4.38,12603.92,22,6,0.7727,Gold
6248,Austin,Car,2,635,34,70,4.59,10304.74,29,4,0.5172,Standard
6249,Boston,E-bike,12,136,62,211,4.57,12052.03,28,17,0.7857,Gold
6250,Denver,E-bike,5,678,42,34,3.98,8106.44,30,6,0.5667,Standard
6251,Seattle,Car,10,35,57,1665,4.14,14148.47,21,3,0.7143,Standard
6252,Denver,Scooter,8,198,41,1312,4.34,16605.53,28,11,0.6786,Gold
6253,Chicago,Bicycle,1,369,41,1044,3.84,10349.47,33,3,0.5455,Standard
6254,Denver,Walking,10,535,28,1344,5.0,24569.54,28,28,1.0,Gold
6255,Boston,E-bike,4,636,30,1168,4.06,15266.29,40,11,0.55,Standard
6256,Austin,Car,8,129,52,1051,4.39,16112.86,26,13,0.5769,Gold
6257,Boston,Bicycle,4,234,24,1776,4.48,18745.73,27,13,0.7037,Standard
6258,Denver,Car,6,242,19,486,4.11,10202.39,30,3,0.5333,Standard
6259,Austin,Scooter,8,164,45,443,4.21,11167.56,25,7,0.56,Standard
6260,Seattle,Car,10,421,34,814,4.44,14846.99,15,7,0.8667,Standard
6261,Denver,Car,8,430,20,131,4.08,8171.5,33,4,0.4848,Standard
6262,Seattle,Scooter,2,640,63,836,4.75,17750.06,30,14,0.7667,Gold
6263,Boston,E-bike,1,204,58,262,4.84,13756.44,26,11,0.8462,Gold
6264,Seattle,Scooter,12,382,28,1092,4.16,14461.53,23,13,0.7826,Gold
6265,Denver,Scooter,7,392,28,1312,4.27,14701.36,27,6,0.6667,Standard
6266,Seattle,Bicycle,4,328,44,1171,3.77,9523.45,31,1,0.2903,Standard
6267,Boston,Car,6,264,20,1369,4.36,14685.45,40,11,0.65,Standard
6268,Austin,Scooter,9,420,27,435,4.05,10177.53,28,5,0.5714,Standard
6269,Denver,Car,7,160,60,178,4.09,8536.44,38,10,0.6579,Standard
6270,Chicago,E-bike,9,141,38,797,4.77,15599.69,36,23,0.7778,Gold
6271,Boston,E-bike,10,575,63,1159,3.73,11122.67,26,3,0.6538,Standard
6272,Denver,Scooter,12,277,36,212,4.09,8035.85,24,5,0.4583,Standard
6273,Chicago,Scooter,3,584,45,200,4.59,14264.82,29,16,0.7241,Gold
6274,Seattle,Scooter,8,219,61,856,4.19,11112.89,24,1,0.5417,Standard
6275,Denver,E-bike,1,438,30,1300,4.34,16834.92,29,12,0.6207,Gold
6276,Denver,E-bike,12,650,55,788,4.69,16666.06,34,13,0.7647,Gold
6277,Austin,Car,8,460,62,298,4.49,11412.11,19,5,0.6316,Standard
6278,Denver,Bicycle,4,325,57,672,4.81,17482.08,21,17,0.9048,Gold
6279,Seattle,E-bike,1,85,61,41,4.23,6820.13,24,3,0.5417,Standard
6280,Denver,Car,4,625,30,610,4.34,13680.18,23,11,0.8696,Gold
6281,Boston,Scooter,11,503,21,1207,4.06,11642.47,23,3,0.5652,Standard
6282,Boston,Car,2,391,54,362,3.89,7209.25,31,2,0.4839,Standard
6283,Seattle,E-bike,1,209,54,113,4.43,10495.94,24,10,0.5833,Standard
6284,Seattle,Scooter,9,310,24,1102,4.28,12487.76,23,3,0.6087,Standard
6285,Denver,Bicycle,1,242,30,1466,4.63,14274.59,26,8,0.7308,Gold
6286,Austin,Bicycle,3,349,49,876,4.47,12718.43,29,3,0.5172,Standard
6287,Chicago,Car,10,608,32,111,4.59,11007.85,27,14,0.8519,Gold
6288,Chicago,Car,10,523,46,660,3.61,7662.58,31,2,0.4839,Standard
6289,Austin,Car,5,506,33,1666,4.68,19308.91,30,21,0.9,Gold
6290,Seattle,Bicycle,5,135,23,292,3.98,9603.45,27,5,0.6296,Standard
6291,Denver,E-bike,10,275,54,729,3.92,10063.4,22,5,0.5909,Standard
6292,Seattle,Bicycle,1,318,36,272,3.9,5724.41,34,1,0.5,Standard
6293,Seattle,Bicycle,6,391,22,127,3.8,7811.23,20,0,0.6,Standard
6294,Denver,E-bike,4,223,38,857,4.28,13050.73,35,11,0.6857,Standard
6295,Denver,Scooter,12,266,42,975,4.15,11730.57,34,2,0.5294,Standard
6296,Chicago,Walking,11,576,18,1393,4.23,15169.72,22,5,0.6364,Standard
6297,Seattle,Scooter,4,450,42,1635,4.77,19763.35,31,14,0.6129,Gold
6298,Seattle,Scooter,1,422,58,1545,4.71,16699.19,18,8,0.6667,Gold
6299,Chicago,Scooter,8,96,58,349,4.38,11615.89,19,5,0.6316,Standard
6300,Denver,Bicycle,1,292,45,613,4.34,11698.27,32,7,0.5625,Standard
6301,Seattle,E-bike,8,240,62,807,3.67,11759.96,36,4,0.5833,Standard
6302,Austin,Walking,10,241,28,105,3.7600000000000002,5299.97,32,4,0.4688,Standard
6303,Austin,Bicycle,11,181,46,1700,3.94,15599.81,33,4,0.6667,Standard
6304,Denver,E-bike,9,97,49,496,4.52,13036.41,31,11,0.8065,Gold
6305,Seattle,Car,6,546,56,960,4.37,14828.62,30,12,0.8,Gold
6306,Denver,Bicycle,5,642,30,115,4.36,10525.28,21,3,0.7143,Standard
6307,Chicago,Bicycle,6,696,21,73,4.68,11697.26,32,15,0.7188,Gold
6308,Austin,Car,1,323,24,865,4.8,16333.05,34,16,0.6765,Gold
6309,Seattle,E-bike,12,169,23,559,4.66,13478.7,25,11,0.68,Gold
6310,Seattle,Car,9,62,21,244,3.81,8657.67,25,6,0.52,Standard
6311,Denver,Scooter,7,612,37,1450,4.32,17207.24,29,12,0.5862,Standard
6312,Chicago,Car,8,632,45,1225,4.48,14874.27,26,6,0.7308,Standard
6313,Boston,Car,4,687,34,1486,4.81,15970.91,27,9,0.8148,Standard
6314,Denver,Scooter,3,69,63,528,4.33,15252.7,25,13,0.8,Gold
6315,Boston,Bicycle,5,353,30,432,3.79,7822.83,30,2,0.5,Standard
6316,Seattle,Scooter,6,309,32,1079,4.83,18234.18,34,23,0.7353,Gold
