,driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
963,2782,5.0,2015,129,43.0,13,6.0,4.33,-0.16861,1,11,1,0,1
964,2282,3.0,2019,179,30.0,10,2.0,4.93,0.23397,1,28,2,0,0
965,1700,2.0,2007,121,44.0,11,6.0,4.52,0.58702,5,33,1,2,0
966,836,4.0,2014,458,47.0,7,0.0,4.91,0.17055,1,30,1,0,0
967,1725,6.0,2019,872,33.0,2,6.0,4.36,-1.05414,1,14,1,0,0
968,2880,4.0,2010,493,65.0,19,6.0,4.64,-0.23452,2,40,1,2,0
969,464,6.0,2015,125,37.0,17,6.0,4.43,0.12701,4,14,0,0,1
970,740,5.0,2019,259,26.0,6,5.0,4.68,1.36730,1,48,1,1,0
971,2725,1.0,2009,108,31.0,11,5.0,4.03,-1.68539,4,16,2,1,1
972,2687,5.0,2005,387,36.0,13,6.0,3.74,-1.64651,3,12,4,1,1
973,802,1.0,2019,298,56.0,9,6.0,3.82,-2.08051,8,14,1,0,1
974,276,0.0,2009,3,44.0,1,6.0,4.02,-0.45128,2,23,2,2,1
975,1123,2.0,2016,457,27.0,7,6.0,3.55,-1.54378,5,11,4,1,1
976,1299,5.0,2009,96,47.0,21,6.0,4.56,0.54398,2,25,0,0,0
977,2271,4.0,2021,857,54.0,3,5.0,4.5,-0.11842,3,30,1,0,1
978,2508,2.0,2020,192,31.0,11,6.0,4.68,0.90931,4,47,2,1,0
979,2493,2.0,2005,366,24.0,4,0.0,4.66,0.08956,3,23,0,0,0
980,1348,2.0,2021,805,33.0,6,4.0,4.7,-0.06433,2,16,1,0,0
981,1096,2.0,2018,461,30.0,9,6.0,4.83,-0.01246,3,26,1,1,0
982,1616,5.0,2018,378,44.0,3,6.0,4.6,0.85728,1,40,2,1,0
983,613,3.0,2010,896,24.0,4,6.0,4.33,0.26407,5,28,3,1,1
984,2104,4.0,2009,568,55.0,9,1.0,3.88,-1.34587,1,19,3,0,1
985,1041,3.0,2008,146,67.0,3,4.0,3.95,-2.03187,4,14,3,2,1
986,849,3.0,2012,876,41.0,21,2.0,4.41,0.51131,5,27,0,1,0
987,2414,6.0,2012,817,63.0,21,0.0,4.56,-0.33269,6,37,2,2,0
988,1154,6.0,2005,302,59.0,2,6.0,4.37,-1.30913,6,27,1,0,1
989,2014,3.0,2012,299,40.0,7,1.0,4.5,0.22219,3,24,2,0,0
990,596,6.0,2010,566,33.0,13,5.0,4.27,0.30092,0,35,1,0,0
991,2822,1.0,2005,289,61.0,12,2.0,4.35,0.55381,2,38,5,0,1
992,1429,3.0,2015,129,30.0,10,6.0,4.72,1.03280,3,33,1,0,0
993,1551,5.0,2013,453,46.0,10,5.0,4.49,-0.06915,7,25,0,1,1
994,1817,4.0,2014,542,22.0,2,6.0,3.93,-1.06371,5,15,0,0,1
995,1181,4.0,2018,844,31.0,1,6.0,4.38,-0.70821,3,23,1,0,1
996,986,5.0,2014,870,66.0,16,6.0,4.65,0.85868,4,37,1,2,0
997,1999,5.0,2007,159,58.0,5,4.0,4.64,1.13261,1,38,0,0,0
998,1681,2.0,2016,162,26.0,5,3.0,4.22,-0.70468,4,13,1,2,1
999,1521,6.0,2021,826,55.0,12,6.0,4.43,-1.44300,2,18,0,0,1
1000,368,5.0,2013,251,51.0,8,2.0,4.65,-1.23502,3,26,3,0,1
1001,1998,1.0,2020,75,60.0,24,0.0,4.11,0.03626,3,18,0,0,1
1002,2557,3.0,2019,813,63.0,4,6.0,3.97,-1.90107,4,13,0,0,1
1003,2622,3.0,2022,607,36.0,4,6.0,4.72,0.03668,2,43,0,0,0
1004,2306,4.0,2009,460,54.0,13,3.0,3.89,-1.77229,5,13,2,0,1
1005,1326,3.0,2019,478,43.0,14,5.0,4.33,0.28467,3,36,1,0,1
1006,96,6.0,2014,138,61.0,23,6.0,5.0,1.78990,0,64,0,0,0
1007,98,5.0,2013,372,58.0,15,5.0,4.73,0.52920,1,31,0,1,0
1008,1679,3.0,2009,651,34.0,14,6.0,4.51,0.38242,5,35,0,0,0
1009,2220,6.0,2005,383,50.0,3,6.0,4.53,0.11491,2,37,1,1,0
1010,1376,2.0,2018,351,46.0,0,6.0,4.74,0.66925,6,34,1,0,0
1011,382,4.0,2013,176,44.0,14,6.0,4.11,-0.97665,5,29,0,0,1
1012,2884,1.0,2012,868,40.0,5,4.0,4.61,0.80600,3,9,0,0,0
1013,417,1.0,2005,461,56.0,1,1.0,4.69,0.57870,1,40,2,1,0
1014,1724,0.0,2008,314,46.0,6,6.0,4.07,-1.36983,1,30,2,0,1
1015,29,1.0,2014,605,47.0,23,1.0,4.42,-0.23001,2,27,3,1,1
1016,2335,2.0,2018,33,29.0,9,6.0,5.0,-0.04104,2,39,0,1,0
1017,448,3.0,2015,582,67.0,22,6.0,4.71,0.75992,3,49,2,0,0
1018,653,5.0,2008,645,64.0,7,3.0,4.21,-0.86432,4,35,2,1,1
1019,2673,2.0,2020,190,48.0,21,6.0,4.54,-0.53807,2,30,0,0,0
1020,2368,3.0,2007,279,48.0,19,6.0,4.38,0.00877,5,19,1,0,1
1021,2253,6.0,2014,529,61.0,16,4.0,4.44,-0.38437,4,19,1,0,1
1022,821,2.0,2013,562,22.0,2,2.0,4.67,0.22503,2,26,0,0,0
1023,2520,5.0,2010,892,49.0,17,6.0,4.59,1.13486,3,27,0,0,0
1024,1833,6.0,2005,737,25.0,5,6.0,4.97,0.49145,4,23,0,0,0
1025,2383,6.0,2006,315,22.0,2,4.0,4.75,0.43592,1,33,1,0,0
1026,2523,6.0,2006,835,55.0,3,6.0,4.49,-0.72007,1,28,1,1,0
1027,722,5.0,2015,731,66.0,12,1.0,4.81,0.25633,2,35,3,0,0
1028,1522,0.0,2015,338,51.0,17,6.0,3.92,-0.45222,4,22,2,1,1
1029,2873,1.0,2013,785,65.0,18,6.0,4.72,0.75172,2,39,4,0,0
1030,1858,6.0,2018,584,40.0,11,6.0,3.97,-0.69278,3,16,0,0,1
1031,2618,5.0,2010,86,61.0,14,0.0,5.0,1.26617,1,17,0,0,0
1032,2426,4.0,2013,513,24.0,4,6.0,3.76,-1.49013,5,25,2,1,1
1033,780,1.0,2012,428,58.0,23,6.0,5.0,1.59736,2,62,1,1,0
1034,1024,1.0,2020,2,27.0,3,5.0,5.0,2.87132,1,54,0,0,0
1035,5,2.0,2020,651,58.0,16,6.0,4.2,-0.30598,1,26,0,0,0
1036,1513,2.0,2006,601,55.0,3,6.0,4.1,-0.54394,3,27,4,1,1
1037,2703,1.0,2008,140,57.0,11,5.0,4.5,-0.47372,2,44,2,0,1
1038,2910,3.0,2020,861,36.0,7,5.0,4.45,-0.55152,2,34,1,0,0
1039,517,5.0,2008,370,34.0,11,2.0,4.49,-0.26084,3,25,1,1,1
1040,1694,5.0,2013,198,25.0,5,5.0,4.72,0.87058,1,30,0,0,0
1041,2459,5.0,2010,686,64.0,12,6.0,4.55,0.46252,2,17,0,1,0
1042,2709,2.0,2006,895,31.0,5,6.0,4.77,1.27456,0,37,0,0,0
1043,351,5.0,2008,667,36.0,16,3.0,4.39,0.34832,3,37,1,0,1
1044,2536,2.0,2016,843,62.0,20,2.0,5.0,1.78901,1,37,0,0,0
1045,2845,5.0,2014,768,65.0,3,6.0,4.85,0.61089,2,49,3,0,0
1046,661,2.0,2022,670,59.0,0,1.0,4.17,-0.66019,9,20,2,1,1
1047,2721,3.0,2010,47,57.0,0,2.0,4.43,-0.52971,3,27,1,0,1
1048,900,3.0,2005,583,35.0,2,6.0,4.59,1.55762,1,54,1,0,0
1049,2541,1.0,2005,730,59.0,1,6.0,4.13,-0.63010,0,42,5,1,1
1050,159,3.0,2018,279,52.0,23,5.0,5.0,2.01386,0,46,0,0,0
1051,384,0.0,2021,198,22.0,2,6.0,4.46,0.52741,5,47,2,2,0
1052,2100,6.0,2022,698,44.0,2,5.0,4.98,1.32950,1,45,2,1,0
1053,141,3.0,2013,265,60.0,18,6.0,4.69,0.43476,3,18,0,0,0
1054,466,0.0,2007,867,51.0,21,6.0,4.08,-0.48853,1,15,0,0,1
1055,2651,0.0,2012,774,35.0,4,6.0,4.95,1.09785,3,47,2,0,0
1056,300,4.0,2017,460,39.0,5,5.0,4.22,-0.23335,2,31,2,2,1
1057,398,1.0,2018,115,58.0,7,6.0,4.44,0.15422,3,24,0,1,0
1058,2914,2.0,2012,93,33.0,3,5.0,4.27,0.15496,0,21,2,0,1
1059,1782,4.0,2015,502,67.0,3,6.0,4.18,-0.65813,1,11,1,0,1
1060,1650,3.0,2019,337,48.0,0,6.0,4.11,-0.81922,4,15,4,0,1
1061,1034,0.0,2011,358,37.0,13,6.0,5.0,1.51174,1,43,1,0,0
1062,2388,3.0,2012,757,66.0,8,6.0,3.95,-1.44981,2,22,1,1,1
1063,1086,5.0,2022,321,36.0,8,6.0,4.27,-0.70666,1,41,4,1,1
1064,1049,3.0,2018,483,37.0,4,4.0,4.69,1.47030,0,37,0,0,0
1065,1919,5.0,2006,213,55.0,13,4.0,4.63,-0.50634,5,39,2,3,1
1066,847,2.0,2019,375,28.0,8,6.0,3.98,-1.19995,3,25,3,0,1
1067,252,2.0,2020,582,28.0,8,6.0,4.6,-0.43659,5,37,2,0,0
1068,1569,1.0,2007,455,33.0,13,6.0,4.58,0.04629,3,25,0,1,0
1069,2060,4.0,2009,41,33.0,0,6.0,4.17,-0.25302,3,33,1,1,1
1070,807,2.0,2005,533,26.0,6,6.0,4.23,-1.26352,2,30,4,1,1
1071,2367,1.0,2014,142,60.0,23,6.0,4.11,-1.37589,4,16,3,0,1
1072,716,6.0,2009,734,25.0,5,3.0,4.22,-0.93626,2,19,0,1,1
1073,1934,0.0,2007,43,31.0,8,6.0,4.22,-0.36088,2,27,1,0,1
1074,1087,0.0,2014,579,61.0,2,6.0,4.55,-0.37056,2,31,2,1,0
1075,988,0.0,2011,151,44.0,19,6.0,4.56,0.24322,2,33,0,1,0
1076,1727,1.0,2020,393,34.0,11,6.0,4.49,0.36438,4,28,1,0,0
1077,196,4.0,2011,421,49.0,9,6.0,4.07,0.06032,3,25,1,1,1
1078,1210,0.0,2012,112,29.0,9,5.0,4.31,-0.24148,3,32,1,0,1
1079,1045,6.0,2008,582,44.0,3,0.0,4.55,-0.03136,0,42,0,0,0
1080,280,4.0,2008,521,47.0,21,6.0,4.21,0.72073,4,24,0,0,1
1081,97,6.0,2019,220,44.0,7,6.0,4.08,-0.67240,4,11,1,2,1
1082,442,3.0,2020,52,59.0,20,6.0,4.34,-0.11134,5,27,2,0,1
1083,1577,4.0,2020,467,59.0,21,0.0,5.0,1.09664,0,66,0,0,0
1084,1043,5.0,2016,551,44.0,14,5.0,4.51,0.13552,1,40,1,1,0
1085,2334,3.0,2020,430,60.0,12,5.0,4.48,0.30765,5,23,0,0,0
1086,1430,5.0,2016,857,57.0,4,5.0,3.54,-2.67559,4,5,2,1,1
1087,331,6.0,2011,558,37.0,17,6.0,4.95,1.98116,1,46,0,0,0
1088,1383,1.0,2021,236,23.0,3,6.0,4.75,-0.18572,2,16,0,0,0
1089,862,1.0,2022,147,63.0,15,5.0,5.0,1.47663,1,39,2,2,0
1090,746,5.0,2014,395,27.0,7,6.0,3.89,-1.12083,5,13,2,0,1
1091,2655,0.0,2010,33,25.0,3,5.0,4.21,0.13630,3,23,1,0,1
1092,1885,5.0,2016,398,46.0,8,5.0,4.01,-0.54133,3,16,1,0,1
1093,2868,2.0,2022,333,39.0,14,5.0,4.04,-1.58375,1,9,0,0,1
1094,2374,0.0,2019,508,23.0,2,6.0,4.13,-1.22608,10,26,0,0,1
1095,1615,6.0,2011,602,33.0,13,5.0,4.4,-0.73901,2,40,5,0,1
1096,2384,0.0,2018,707,51.0,24,6.0,4.41,0.96926,4,51,1,1,0
1097,595,6.0,2011,319,47.0,14,4.0,4.59,-0.31586,1,17,0,0,1
1098,1226,0.0,2021,438,24.0,4,2.0,4.14,-0.05029,3,18,0,0,1
1099,1497,1.0,2012,396,51.0,13,6.0,4.7,0.78407,2,29,0,0,0
1100,2965,3.0,2020,550,46.0,23,6.0,3.81,-0.91234,6,31,3,1,1
1101,550,1.0,2005,389,63.0,13,1.0,4.22,0.00472,9,36,3,1,1
1102,557,0.0,2017,159,41.0,8,6.0,4.49,-1.35703,4,25,1,1,1
1103,2515,6.0,2019,101,24.0,4,2.0,4.99,1.18712,4,27,0,2,0
1104,542,2.0,2007,64,43.0,1,2.0,4.76,0.74286,1,36,1,2,0
1105,1698,4.0,2007,371,23.0,3,6.0,4.45,-0.10862,5,12,2,1,1
1106,265,6.0,2021,246,48.0,2,6.0,4.2,-0.12285,3,20,2,0,1
1107,1516,6.0,2013,658,54.0,1,2.0,4.55,0.51598,4,28,2,0,0
1108,1812,0.0,2015,724,44.0,16,6.0,4.73,0.54106,1,48,1,4,0
1109,1367,5.0,2017,383,41.0,11,6.0,4.46,1.15807,1,22,0,0,0
1110,1065,1.0,2019,304,63.0,14,6.0,3.98,-0.28759,3,17,2,0,1
1111,301,6.0,2022,59,64.0,7,3.0,4.37,-0.10154,2,14,0,0,0
1112,2164,2.0,2019,38,55.0,11,6.0,4.59,0.34739,4,26,1,0,1
1113,554,6.0,2014,530,29.0,9,6.0,4.04,-1.17896,4,10,1,0,1
1114,468,5.0,2014,173,34.0,8,6.0,3.82,-1.96262,6,19,3,4,1
1115,345,3.0,2005,796,29.0,9,5.0,4.24,-0.31341,1,17,2,0,1
1116,2162,1.0,2014,654,44.0,1,2.0,4.01,-0.85499,2,28,4,1,1
1117,1845,2.0,2005,498,27.0,7,5.0,4.36,-0.51536,4,30,1,0,1
1118,2443,3.0,2007,565,38.0,18,5.0,4.17,0.10037,1,40,0,0,1
1119,2132,6.0,2014,802,61.0,6,5.0,4.69,0.46800,1,41,0,0,0
1120,1321,1.0,2015,244,55.0,0,6.0,3.88,-1.01223,6,16,2,0,1
1121,1778,0.0,2011,186,37.0,16,5.0,3.91,-0.05675,7,13,1,0,1
1122,2581,1.0,2011,646,44.0,7,6.0,4.27,-0.09789,4,40,1,0,1
1123,1288,1.0,2017,39,34.0,4,3.0,3.93,-1.51112,5,9,2,2,1
1124,2558,4.0,2021,453,54.0,3,6.0,4.5,-0.89838,3,19,2,1,1
1125,440,2.0,2019,31,43.0,23,6.0,4.41,-0.35377,4,12,4,0,1
1126,22,0.0,2007,103,34.0,12,2.0,4.58,0.21776,2,22,0,1,1
1127,1293,6.0,2014,79,24.0,4,6.0,5.0,1.00768,1,44,0,1,0
1128,1813,3.0,2012,173,50.0,0,4.0,3.84,-1.49740,4,19,3,1,1
1129,1253,1.0,2009,380,47.0,9,5.0,5.0,1.11888,4,62,3,1,0
1130,2734,3.0,2009,125,56.0,2,5.0,4.78,-0.11624,2,35,1,1,0
1131,1458,4.0,2006,39,48.0,10,2.0,4.69,0.55556,2,20,1,1,0
1132,1322,5.0,2007,315,44.0,14,1.0,4.72,0.08214,1,58,0,0,0
1133,1398,2.0,2008,415,23.0,0,6.0,4.53,0.11523,0,23,2,0,0
1134,488,3.0,2009,601,35.0,15,0.0,4.25,-0.24377,3,19,1,1,1
1135,230,1.0,2013,77,28.0,8,6.0,4.78,0.39840,1,37,0,1,0
1136,1309,3.0,2010,198,52.0,14,6.0,4.27,-1.40991,3,16,2,1,1
1137,1295,3.0,2006,230,41.0,13,5.0,4.26,-0.91398,5,16,0,0,1
1138,287,3.0,2012,148,55.0,16,6.0,4.29,-0.52730,2,30,3,1,1
1139,1418,4.0,2019,306,55.0,6,5.0,4.6,0.41275,4,56,2,1,0
1140,1241,3.0,2018,844,58.0,5,6.0,4.95,1.43966,0,77,1,0,0
1141,811,0.0,2022,562,39.0,0,0.0,4.95,1.23257,6,37,1,1,0
1142,2726,1.0,2013,176,66.0,17,5.0,4.46,-0.07094,2,30,4,0,0
1143,432,2.0,2010,495,37.0,12,3.0,3.76,-0.44366,3,11,1,1,1
1144,1704,2.0,2017,863,44.0,22,6.0,4.47,0.06565,4,21,2,0,1
1145,2148,4.0,2007,181,37.0,9,5.0,4.7,-0.09217,2,30,3,0,0
1146,2936,0.0,2020,682,47.0,4,2.0,4.82,0.05321,2,42,0,0,0
1147,621,5.0,2020,853,28.0,8,5.0,4.42,-1.08902,6,20,1,0,1
1148,1446,2.0,2006,71,48.0,20,6.0,4.81,1.34906,1,55,1,1,0
1149,937,2.0,2014,330,60.0,10,6.0,4.86,1.36061,0,43,1,0,0
1150,2771,1.0,2011,505,22.0,2,0.0,4.3,-1.17025,5,26,3,3,1
1151,1809,2.0,2020,722,36.0,16,6.0,4.08,-0.12895,5,17,3,0,1
1152,2719,2.0,2011,824,40.0,0,6.0,3.87,-1.58360,6,8,1,2,1
1153,131,1.0,2013,744,29.0,9,6.0,4.51,0.92436,0,30,3,0,1
1154,1491,5.0,2021,808,64.0,21,6.0,4.88,1.38223,4,51,0,0,0
1155,956,4.0,2018,514,47.0,24,2.0,4.76,1.03190,1,25,0,0,0
1156,914,4.0,2022,495,54.0,24,6.0,4.91,1.40221,4,50,0,0,0
1157,860,5.0,2012,412,58.0,2,6.0,4.59,-0.20442,6,37,2,0,0
1158,1419,6.0,2022,718,62.0,4,5.0,4.4,0.39455,2,28,1,2,1
1159,2535,0.0,2008,703,34.0,14,2.0,4.29,-0.61085,6,28,1,2,1
1160,128,2.0,2022,704,42.0,9,5.0,3.96,-1.20948,3,14,2,0,1
1161,285,4.0,2012,406,51.0,0,6.0,4.09,-0.30551,4,22,3,0,1
1162,2375,1.0,2006,646,67.0,2,6.0,4.5,0.02230,1,35,2,0,0
1163,979,0.0,2011,279,60.0,9,1.0,4.78,-0.12868,1,22,0,0,0
1164,624,4.0,2009,107,55.0,3,2.0,4.34,0.57586,2,31,0,1,1
1165,689,2.0,2019,166,67.0,18,6.0,5.0,2.47325,1,43,1,0,0
1166,1772,0.0,2009,608,51.0,5,6.0,4.85,0.88306,2,40,1,1,0
1167,1963,4.0,2008,553,44.0,23,6.0,4.8,1.11367,2,44,1,0,0
1168,996,4.0,2018,496,53.0,19,6.0,4.55,-0.99279,2,29,2,0,0
1169,1696,4.0,2010,425,39.0,9,5.0,5.0,1.34642,2,34,0,0,0
1170,1959,4.0,2020,348,43.0,9,5.0,4.4,-0.57337,3,14,2,1,1
1171,611,3.0,2017,3,64.0,8,5.0,4.6,0.52426,1,22,1,0,0
1172,459,3.0,2022,572,24.0,4,6.0,4.55,0.93334,1,32,1,0,0
1173,2224,2.0,2013,192,32.0,2,6.0,4.1,-1.22029,4,22,1,4,1
1174,463,1.0,2011,155,44.0,16,6.0,4.29,-0.75122,4,32,5,1,1
1175,793,6.0,2012,24,44.0,2,6.0,4.5,-0.10430,6,25,1,0,0
1176,505,2.0,2022,200,62.0,9,6.0,4.35,-0.82980,5,14,1,0,1
1177,309,2.0,2011,78,62.0,10,6.0,4.58,-0.23934,6,26,1,0,0
1178,1517,4.0,2008,592,44.0,6,6.0,4.84,0.92486,4,38,1,2,0
1179,364,6.0,2012,103,45.0,2,4.0,4.82,-0.11655,2,24,1,0,0
1180,580,5.0,2020,713,47.0,7,6.0,3.83,-1.58387,2,8,0,2,1
1181,106,6.0,2013,296,49.0,13,6.0,4.91,1.13354,3,32,0,0,0
1182,2285,2.0,2009,899,41.0,21,6.0,4.25,-1.31341,3,14,2,0,1
1183,1133,5.0,2005,15,45.0,11,2.0,5.0,2.48146,1,50,0,0,0
1184,508,2.0,2012,767,24.0,4,6.0,4.5,0.51668,3,27,2,0,0
1185,1012,3.0,2012,791,45.0,12,6.0,4.16,-0.43841,4,24,2,0,1
1186,1470,1.0,2008,870,25.0,5,6.0,4.49,-0.37344,2,22,1,0,1
1187,947,2.0,2022,218,42.0,0,6.0,4.18,-1.30936,1,22,1,0,1
1188,1190,4.0,2005,727,55.0,5,4.0,3.64,-1.32612,3,15,2,0,1
1189,1214,4.0,2011,214,33.0,13,6.0,5.0,1.58550,1,22,0,0,0
1190,1349,0.0,2006,227,36.0,8,6.0,4.34,-0.36633,3,31,1,0,1
1191,1662,5.0,2017,84,45.0,21,2.0,5.0,2.34117,1,65,0,0,0
1192,1388,4.0,2010,800,41.0,4,0.0,4.56,0.69009,7,15,0,2,1
1193,1369,2.0,2017,64,63.0,12,6.0,5.0,0.79791,2,61,1,0,0
1194,2729,5.0,2021,206,44.0,12,3.0,5.0,1.35497,2,64,0,0,0
1195,189,5.0,2021,53,44.0,19,6.0,4.88,0.92346,1,47,1,0,0
1196,2814,3.0,2018,726,24.0,2,6.0,3.79,-1.50311,2,10,1,0,1
1197,2121,3.0,2015,854,53.0,4,5.0,5.0,0.13820,1,25,0,0,0
1198,1767,4.0,2012,710,27.0,7,4.0,4.93,0.69698,3,50,1,1,0
1199,2882,0.0,2015,31,44.0,17,6.0,3.7,-2.42656,7,19,8,0,1
1200,2839,2.0,2014,463,31.0,11,6.0,4.3,-0.93956,5,29,3,1,1
1201,1292,6.0,2012,124,30.0,1,6.0,4.03,0.41784,6,50,2,1,1
1202,2787,2.0,2009,454,45.0,11,6.0,4.87,0.66326,1,60,1,0,0
1203,2788,3.0,2010,385,66.0,2,6.0,4.67,1.24066,6,47,1,0,0
1204,1476,1.0,2021,846,34.0,0,6.0,3.98,-0.99100,6,28,2,1,1
1205,2994,6.0,2007,270,56.0,0,6.0,4.4,-0.51688,3,20,0,1,1
1206,1800,6.0,2007,467,47.0,0,6.0,4.61,0.19139,1,52,5,1,0
1207,863,0.0,2013,95,48.0,18,6.0,4.14,-1.16729,4,34,0,0,1
1208,1174,3.0,2018,186,64.0,24,5.0,4.69,0.80604,4,43,4,1,0
1209,1417,5.0,2005,424,31.0,5,6.0,3.9,-0.07012,6,15,2,1,1
1210,2528,0.0,2020,19,34.0,6,5.0,4.67,-0.56684,2,38,1,0,0
1211,1116,0.0,2010,636,54.0,4,6.0,4.13,-0.58986,6,28,2,1,1
1212,354,1.0,2006,56,63.0,22,6.0,4.49,0.68850,6,23,1,1,1
1213,1035,4.0,2005,486,62.0,12,5.0,4.86,-0.11009,3,47,1,0,0
1214,2082,0.0,2018,628,39.0,19,5.0,4.45,1.70094,1,42,1,1,0
1215,732,4.0,2022,292,67.0,15,6.0,4.47,-0.66560,7,17,1,0,0
1216,703,2.0,2007,542,29.0,9,5.0,4.25,-1.92203,9,35,5,5,1
1217,2007,5.0,2006,60,52.0,9,2.0,4.59,0.69666,1,31,1,1,0
1218,2869,6.0,2006,288,36.0,16,6.0,4.61,0.13109,0,27,1,0,0
1219,2769,4.0,2014,351,33.0,0,2.0,4.41,-0.04038,2,32,2,2,1
1220,161,0.0,2015,157,58.0,14,5.0,4.93,0.41940,3,29,0,0,0
1221,2509,5.0,2017,27,25.0,5,6.0,4.46,-0.39576,2,16,0,0,1
1222,1228,3.0,2012,364,63.0,3,5.0,4.69,0.40917,3,41,0,0,0
1223,1770,0.0,2008,743,66.0,8,2.0,4.48,0.33425,3,23,0,1,1
1224,1810,3.0,2015,486,41.0,10,2.0,4.0,-0.79488,4,13,2,1,1
1225,1138,4.0,2015,125,49.0,20,6.0,4.44,0.55370,3,35,1,0,0
1226,1199,2.0,2018,814,27.0,7,0.0,5.0,1.23389,0,45,1,0,0
1227,2496,4.0,2016,472,24.0,4,6.0,5.0,2.51307,0,41,0,0,0
1228,163,4.0,2008,385,22.0,2,6.0,4.4,0.10710,2,24,0,2,1
1229,2402,3.0,2005,273,37.0,12,5.0,3.63,-2.31267,8,13,5,4,1
1230,2025,5.0,2009,535,52.0,7,5.0,4.1,-1.41575,3,24,2,2,1
1231,186,0.0,2005,248,44.0,18,6.0,4.37,-0.62839,5,36,2,1,1
1232,460,6.0,2017,250,56.0,2,6.0,4.58,-0.44642,3,27,2,0,0
1233,1339,2.0,2011,534,26.0,6,2.0,4.91,0.55024,1,64,3,1,0
1234,2521,4.0,2013,356,27.0,7,5.0,4.46,-1.08210,1,15,1,0,1
1235,1008,5.0,2005,341,28.0,0,6.0,4.32,-0.02137,3,39,3,1,0
1236,2991,3.0,2008,231,60.0,13,6.0,4.78,1.01382,6,19,0,0,0
1237,2073,1.0,2020,419,47.0,22,6.0,5.0,1.88835,1,56,1,0,0
1238,2596,4.0,2016,191,64.0,24,6.0,5.0,1.08424,2,28,0,1,0
1239,1802,1.0,2008,591,38.0,2,3.0,4.65,-0.18195,4,24,0,0,1
1240,369,4.0,2016,393,52.0,7,6.0,4.48,-0.66778,5,32,3,0,1
1241,1169,2.0,2009,473,53.0,15,2.0,4.52,0.06973,2,34,2,0,0
1242,1258,0.0,2013,830,50.0,24,6.0,4.63,-0.23024,2,24,3,1,1
1243,494,2.0,2022,170,54.0,0,6.0,4.97,1.09960,1,35,1,0,0
1244,232,2.0,2017,83,40.0,17,5.0,4.76,0.95359,4,46,0,0,0
1245,2097,4.0,2015,238,50.0,19,6.0,4.92,1.46470,0,32,0,0,0
1246,334,2.0,2007,795,38.0,18,6.0,4.44,0.19439,4,47,3,2,0
1247,2302,3.0,2013,682,36.0,16,6.0,5.0,0.71019,3,57,1,2,0
1248,789,2.0,2008,30,34.0,0,1.0,5.0,0.51474,0,37,2,0,0
1249,2139,6.0,2008,148,64.0,8,5.0,5.0,1.97545,2,60,1,0,0
1250,2955,2.0,2019,286,30.0,10,6.0,5.0,2.10870,0,57,0,0,0
1251,2290,1.0,2018,351,29.0,9,6.0,4.47,-0.38378,1,17,1,0,0
1252,381,1.0,2021,323,44.0,13,3.0,4.28,1.76218,2,55,2,0,0
1253,2908,3.0,2012,506,57.0,15,1.0,4.44,-0.58784,3,43,0,0,0
1254,2196,4.0,2008,581,44.0,11,5.0,5.0,2.23273,1,39,0,0,0
1255,1386,0.0,2010,659,65.0,17,4.0,4.58,0.76918,6,33,1,0,0
1256,1632,0.0,2014,476,44.0,21,6.0,5.0,2.84531,1,39,0,0,0
1257,2096,0.0,2007,117,36.0,14,6.0,4.17,-1.27165,4,13,2,1,1
1258,2179,2.0,2010,725,44.0,15,1.0,4.03,-1.11989,2,31,5,2,1
1259,1804,1.0,2010,103,27.0,6,6.0,4.53,0.78244,1,23,2,0,0
1260,1796,1.0,2005,542,28.0,2,5.0,4.38,0.02518,5,23,1,1,1
1261,2785,4.0,2021,671,58.0,3,6.0,3.94,-2.40428,4,21,2,1,1
1262,1375,0.0,2009,350,62.0,7,6.0,4.04,0.30061,1,28,2,2,1
1263,1540,1.0,2016,536,65.0,11,6.0,4.42,0.45871,6,23,0,1,1
1264,208,2.0,2014,724,56.0,8,6.0,4.7,0.34408,3,65,1,0,0
1265,1855,0.0,2017,169,25.0,5,1.0,3.74,-1.83750,2,17,1,2,1
1266,2909,6.0,2009,224,35.0,15,6.0,4.6,0.35104,4,34,1,0,0
1267,1280,2.0,2005,454,55.0,21,6.0,5.0,2.63492,1,55,1,1,0
1268,882,3.0,2017,239,67.0,1,6.0,4.15,-0.53126,8,10,2,1,1
1269,144,0.0,2021,712,58.0,19,6.0,4.48,0.70254,2,51,0,0,0
1270,250,2.0,2016,845,58.0,24,0.0,4.37,-0.50762,1,29,2,1,1
1271,1806,6.0,2015,64,67.0,20,6.0,4.17,0.09155,2,22,0,2,1
1272,2680,1.0,2013,425,32.0,2,4.0,4.95,1.26830,0,40,2,0,0
1273,2103,1.0,2010,427,46.0,8,6.0,4.04,-0.80180,2,26,2,0,1
1274,2832,6.0,2016,816,30.0,10,6.0,4.0,-0.60941,4,23,1,0,1
1275,2472,3.0,2009,343,51.0,1,1.0,4.8,0.94286,1,21,0,1,0
1276,1592,6.0,2019,166,44.0,13,6.0,4.16,0.13933,0,44,2,3,1
1277,2226,2.0,2020,250,62.0,23,0.0,4.35,-0.45486,6,21,0,1,1
